iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.648375615477562,0.44541269540786743,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
1,1.2101633946100872,0.5322517156600952,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
2,1.109591508905093,0.5567909479141235,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
3,1.0180831750233967,0.5837340354919434,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
4,0.9334072396159172,0.600661039352417,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
5,0.8799235622088114,0.6117788553237915,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
6,0.8115115389227867,0.6227964162826538,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
7,0.762124647696813,0.6314102411270142,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
8,0.7116860126455625,0.6381210684776306,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
9,0.6686351373791695,0.6453326344490051,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
10,0.6266285901268324,0.6508414149284363,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
11,0.58875955392917,0.6549479961395264,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
12,0.5567322336137295,0.6542468667030334,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
13,0.5220845130582651,0.6587540507316589,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
14,0.4960594152410825,0.6629607081413269,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
15,0.4640873372554779,0.6644631624221802,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
16,0.43995316823323566,0.6665665507316589,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
17,0.41441261271635693,0.668569803237915,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
18,0.3901616918543975,0.670072078704834,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
19,0.367010614524285,0.6728765964508057,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
20,0.3452900784711043,0.67578125,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
21,0.3239583745598793,0.6751803159713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
22,0.30454369572301704,0.6756811141967773,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
23,0.2859883972754081,0.6776843070983887,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
24,0.2698716813077529,0.6774839758872986,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
25,0.2547231111675501,0.6769832372665405,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
26,0.23659046180546284,0.6774840354919434,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
27,0.2231279102464517,0.6777844429016113,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
28,0.21131157067914805,0.6790865659713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
29,0.1967462127407392,0.6813902854919434,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
