iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6497208674748738,0.35050007700920105,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
1,1.1760489487399657,0.4530417323112488,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
2,0.9701606917660683,0.4829167127609253,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
3,0.8395037496229634,0.49775001406669617,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
4,0.6641784569947049,0.5203334093093872,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
5,0.5754205811632952,0.5275416374206543,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
6,0.48313654778758064,0.5347083806991577,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
7,0.4204156257910654,0.5399584174156189,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
8,0.36175133399956394,0.5434166789054871,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
9,0.3187442066797909,0.5453750491142273,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
10,0.26398450882697944,0.5496250987052917,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
11,0.23854920847710068,0.5461666584014893,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
12,0.20335846733117555,0.549958348274231,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
13,0.16933863152614018,0.5522500276565552,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
14,0.14602573962959772,0.5537499785423279,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
15,0.1300506973081307,0.552083432674408,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
16,0.10862572165691138,0.5548333525657654,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
17,0.09524389149009949,0.5541666746139526,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
18,0.08209556338260882,0.5537500977516174,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
19,0.07123576524221183,0.5561667084693909,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
20,0.06296314524418752,0.5559583902359009,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
21,0.056302498505829135,0.5548334121704102,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
22,0.04823063838193775,0.5558750629425049,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
23,0.04219141619735941,0.5555834174156189,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
24,0.03727785465283281,0.5548334121704102,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
25,0.03359737135178875,0.5552917718887329,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
26,0.029651894240184145,0.5562083125114441,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
27,0.026696928072245402,0.5561251044273376,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
28,0.024137119945711067,0.5568750500679016,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
29,0.022044762365112547,0.5566667318344116,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,,30,10
