iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.9245075806975365,0.2785000205039978,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
1,1.4941160699430232,0.3788333833217621,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
2,1.299468753801193,0.42641669511795044,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
3,1.1086287872555356,0.45241665840148926,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
4,1.0111492386107177,0.4645833373069763,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
5,0.9023537561297417,0.478916734457016,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
6,0.8053364707593573,0.48462507128715515,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
7,0.7492892343288986,0.49133333563804626,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
8,0.6618815308902413,0.499666690826416,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
9,0.6047616687889482,0.5004583597183228,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
10,0.5471482341429995,0.5074583888053894,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
11,0.5130613532528514,0.5066250562667847,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
12,0.46165468172451557,0.5118334293365479,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
13,0.4179277385652919,0.514958381652832,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
14,0.3877876913077974,0.5137084126472473,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
15,0.35672526347480016,0.5176666975021362,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
16,0.32204940915107727,0.5179583430290222,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
17,0.293656075020408,0.5222916603088379,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
18,0.26519446559177595,0.5220416784286499,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
19,0.2542321787623223,0.518791675567627,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
20,0.2227788644231623,0.5237501263618469,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
21,0.2047175502848404,0.5244582891464233,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
22,0.18431222950312076,0.5257083177566528,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
23,0.169042323515896,0.5264167785644531,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
24,0.15360339608620657,0.5274583101272583,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
25,0.1401108558723839,0.5275000929832458,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
26,0.12719982685060435,0.5285417437553406,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
27,0.11576161639459315,0.5285834074020386,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
28,0.10488509142366335,0.5298333764076233,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
29,0.0966133266131995,0.5298750400543213,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.04,0.99,4,,30,10
