iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.411877952516079,0.3294167220592499,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
1,0.6793591679306701,0.39729171991348267,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
2,0.4663209989860964,0.40912505984306335,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
3,0.39510260220655863,0.4098334014415741,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
4,0.2696426454252408,0.4177916944026947,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
5,0.20636458640607694,0.4227083623409271,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
6,0.14494683525602645,0.42466673254966736,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
7,0.1272603666196422,0.4257082939147949,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
8,0.0877859197401752,0.4278750419616699,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
9,0.07645154495063859,0.42862507700920105,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
10,0.060043372606742196,0.4300000071525574,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
11,0.04556717956681192,0.4308333396911621,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
12,0.035190255012518414,0.4299583435058594,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
13,0.028254814016690943,0.4307499825954437,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
14,0.02416436479203791,0.4315832853317261,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
15,0.019081516526057385,0.4310416877269745,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
16,0.0153354551900217,0.43100008368492126,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
17,0.01420978712849319,0.43150004744529724,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
18,0.011539777578339757,0.4317083954811096,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
19,0.009676945732887058,0.432041734457016,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
20,0.018954281108259845,0.43145841360092163,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
21,0.008439377482621543,0.43150004744529724,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
22,0.007127908697536138,0.4309166669845581,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
23,0.006143064153244874,0.4318333566188812,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
24,0.009147480358175622,0.4295000731945038,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
25,0.0050999233656815095,0.4311249852180481,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
26,0.00459478709914644,0.4312083423137665,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
27,0.0041121994448379455,0.4316667318344116,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
28,0.003701505011122208,0.43174999952316284,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
29,0.003369905870689157,0.4320833384990692,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,24,,30,10
