iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.5236482458810012,0.3317083418369293,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,0.9677807901365062,0.38462507724761963,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,0.7649535314994864,0.39674997329711914,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,0.5968293233308941,0.4044584035873413,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.44403010548558086,0.41825008392333984,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.3722203226255563,0.42008334398269653,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.30868002904753666,0.42229163646698,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.24153544434617893,0.424625039100647,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.2011091571766883,0.4269583225250244,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.13562461492256261,0.4322083592414856,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.11476943552164205,0.4335000514984131,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.08971340306986046,0.43220841884613037,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.08212922514455083,0.4305833578109741,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.07357837456705359,0.43050000071525574,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.046874382588915374,0.4336667060852051,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.040091051974741276,0.43566665053367615,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.04088229798314084,0.4337500333786011,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.02883279052427194,0.4348333775997162,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.02308698496441745,0.43512505292892456,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.020082839017656322,0.43650001287460327,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.017201502655855922,0.43675002455711365,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.015145852981125548,0.43741676211357117,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.01297572650097815,0.43691667914390564,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.011544464867862795,0.437166690826416,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.010331478082662215,0.43795841932296753,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.009774282324845748,0.437166690826416,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.008490716525557218,0.43670839071273804,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.00767289980891898,0.4389166831970215,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.006967934921704,0.4385000169277191,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.0064084174822104005,0.4386250972747803,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
