iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.2365018551548321,0.3335416913032532,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
1,0.730561758702,0.38383328914642334,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
2,0.5486685669748113,0.3946666419506073,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
3,0.3901779492152855,0.40262502431869507,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
4,0.3300434872508049,0.4052083194255829,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
5,0.24859925445828898,0.40662503242492676,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
6,0.19628154034338272,0.40804168581962585,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
7,0.1473000823170878,0.41200006008148193,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
8,0.12053678745481496,0.4122083783149719,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
9,0.09388079722217905,0.4127084016799927,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
10,0.07382081520821278,0.41433340311050415,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
11,0.0732695336676746,0.4130416810512543,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
12,0.05141227510466706,0.41570839285850525,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
13,0.04191613873505654,0.41712504625320435,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
14,0.03316924534738064,0.41695839166641235,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
15,0.03879886094849402,0.41687506437301636,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
16,0.025169092337212835,0.41841670870780945,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
17,0.020613654177092638,0.4187917113304138,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
18,0.01752595460129669,0.41812509298324585,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
19,0.015114731962967198,0.41958338022232056,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
20,0.013393360039723726,0.41816675662994385,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
21,0.011977059742397008,0.4180416762828827,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
22,0.010667806445174696,0.4188750684261322,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
23,0.009619311041509112,0.4187917411327362,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
24,0.008739828207277847,0.4186250567436218,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
25,0.00813051724738519,0.41850003600120544,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
26,0.007337785619408048,0.42000001668930054,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
27,0.007210158619272988,0.41970834136009216,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
28,0.006282670132350177,0.42079174518585205,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
29,0.005804637187490395,0.4204167127609253,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.02,0.99,24,,30,10
