iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.4098093609015148,0.4790665805339813,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
1,1.1873588114976883,0.5395632982254028,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
2,1.0700130437811215,0.5789263248443604,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
3,0.991518534719944,0.5998598337173462,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
4,0.9205436532696089,0.6179888248443604,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
5,0.8663885543743769,0.6314103007316589,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
6,0.8146017094453176,0.6369190812110901,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
7,0.7659258792797724,0.6446315050125122,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
8,0.7226948117216428,0.6504406929016113,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
9,0.6904711003104845,0.6556491255760193,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
10,0.6504547124107679,0.6592548489570618,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
11,0.6157684450348219,0.662860631942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
12,0.5824341600139936,0.666766881942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
13,0.5502083326379458,0.6694712042808533,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
14,0.5233912194768587,0.6721755862236023,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
15,0.4983331536253293,0.6725761890411377,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
16,0.4737076473732789,0.674579381942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
17,0.4462303916613261,0.675480842590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
18,0.42582476139068604,0.6767828464508057,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
19,0.4021580380698045,0.6780849695205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
20,0.38327369342247647,0.6801883578300476,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
21,0.36360835656523705,0.6806890964508057,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
22,0.34589868038892746,0.6823918223381042,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
23,0.32677969709038734,0.6818910837173462,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
24,0.3108927942812443,0.682391881942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
25,0.2946771277735631,0.6847957372665405,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
26,0.2791501147051652,0.6855969429016113,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
27,0.264913497492671,0.6871995329856873,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
28,0.25246113042036694,0.687900722026825,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
29,0.2381632812321186,0.6882011294364929,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.02,0.99,1,,30,10
