iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.9912369747956593,0.1990184634923935,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
1,1.6609880874554317,0.230068176984787,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
2,1.5514680246512096,0.23727965354919434,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
3,1.381764680147171,0.26161861419677734,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
4,1.0454380499819915,0.2845553159713745,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
5,0.8849833297232786,0.29226768016815186,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
6,0.6103863399475813,0.32311704754829407,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
7,0.5069586979225278,0.3188101053237915,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
8,0.34643888007849455,0.337740421295166,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
9,0.242042904952541,0.33884215354919434,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
10,0.2258612203101317,0.3466547131538391,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
11,0.21316471385459104,0.34795674681663513,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
12,0.15959513536654413,0.3578725755214691,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
13,0.11927556669494759,0.3652845025062561,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
14,0.09492521185893565,0.37139421701431274,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
15,0.09925661197242637,0.36408254504203796,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
16,0.08437293205255021,0.36668676137924194,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
17,0.0740745405976971,0.3667868375778198,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
18,0.051991641405038536,0.3738982379436493,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
19,0.06438576538736622,0.37209534645080566,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
20,0.04689848093160739,0.3726963400840759,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
21,0.07746159102922927,0.3736979365348816,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
22,0.046251664617254086,0.3854166269302368,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
23,0.060470267926575616,0.3802083432674408,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
24,0.040690228362412505,0.38701924681663513,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
25,0.041155344379755356,0.38882213830947876,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
26,0.027681327648072813,0.3826121687889099,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
27,0.026957403131139774,0.3871194124221802,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
28,0.0412184770393651,0.3869191110134125,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
29,0.03501908939021329,0.38231170177459717,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
30,0.03208458270334328,0.3826121985912323,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
31,0.024643366642218705,0.3801082372665405,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
32,0.03117672849718171,0.3820112347602844,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
33,0.013637777417898178,0.38531649112701416,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
34,0.02682868775445968,0.3783053159713745,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
35,0.034058315970469266,0.3857172131538391,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
36,0.019443932716967538,0.38992393016815186,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
37,0.01570231110478441,0.38772034645080566,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
38,0.024960510539434228,0.3868189752101898,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
39,0.009185280418023467,0.38852164149284363,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
40,0.018316314982560773,0.3868189752101898,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
41,0.014412379231847202,0.3928285837173462,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
42,0.022968937914508086,0.3919271230697632,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
43,0.0186378324093918,0.3889223337173462,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
44,0.013087569823255762,0.38922274112701416,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
45,0.022198182647116482,0.3861178159713745,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
46,0.014203479406811917,0.3910256326198578,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
47,0.013691136982136717,0.3898237347602844,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
48,0.011281513541083163,0.38962340354919434,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
49,0.017987644823733717,0.38992393016815186,24,1,100,1000,1,"(3, 32, 32)",10,0.02,0.98,10,50,5
