iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.026274820168813,0.18754169344902039,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
1,1.5469946910937626,0.23058336973190308,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
2,1.2417412847280502,0.2447916865348816,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
3,1.0190943256020546,0.2576667070388794,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
4,0.8772535845637321,0.2716250419616699,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
5,0.6032690399636825,0.29575008153915405,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
6,0.3868365939706564,0.31187504529953003,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
7,0.2838037706290682,0.3107500672340393,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
8,0.2931104364494483,0.31837499141693115,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
9,0.28794707140574854,0.3186666965484619,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
10,0.2198555787714819,0.3235000669956207,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
11,0.14852098701521754,0.3343750238418579,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
12,0.10710994348240395,0.3381666839122772,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
13,0.08935327362269163,0.3408333957195282,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
14,0.09380104462616146,0.3394166827201843,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
15,0.07764865768452485,0.3374583423137665,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
16,0.19084761280100793,0.32691672444343567,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
17,0.10292535546856622,0.3329583704471588,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
18,0.08316646659901987,0.335958331823349,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
19,0.09397703603220482,0.3397500216960907,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
20,0.05310698749963194,0.34683334827423096,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
21,0.0694510358152911,0.346458375453949,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
22,0.061938132237022124,0.34195834398269653,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
23,0.044863900751806796,0.35204166173934937,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
24,0.060822915635071695,0.34795838594436646,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
25,0.0592684701938803,0.3524583578109741,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
26,0.03746212914120406,0.35166674852371216,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
27,0.06840662962834661,0.3562501072883606,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
28,0.027882949410316844,0.35837501287460327,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
29,0.032209047329767294,0.3544583320617676,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
30,0.06698208703892305,0.3486250340938568,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
31,0.03189707842345039,0.35475000739097595,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
32,0.05763511710877841,0.35333332419395447,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
33,0.043702647575022034,0.351000040769577,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
34,0.04559958588409548,0.35483336448669434,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
35,0.04350271896691993,0.3550417125225067,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
36,0.04688514559529722,0.3539583384990692,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
37,0.03815674450015649,0.35704168677330017,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
38,0.022115710792907823,0.35704171657562256,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
39,0.04474018582065279,0.3566250503063202,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
40,0.022997266865180183,0.3554583489894867,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
41,0.03964142415982982,0.3537500500679016,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
42,0.023720029217656702,0.359208345413208,24,4,100,1000,9,"(3, 32, 32)",10,0.01,0.98,10,50,5
