iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.037349800268809,0.18857544660568237,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
1,1.9555897116661072,0.19937972724437714,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
2,1.8871800402800243,0.19397759437561035,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
3,1.7988501141468685,0.1991296410560608,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
4,1.7864449421564739,0.19937972724437714,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
5,1.6035538936654727,0.22203879058361053,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
6,1.4030397509535153,0.23409363627433777,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
7,1.1613163972894351,0.2589535713195801,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
8,0.8546486174066862,0.2687075138092041,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
9,0.8085090989867846,0.2780612111091614,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
10,0.6581960124894977,0.2958683669567108,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
11,0.559862342197448,0.29861944913864136,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
12,0.45165355821760994,0.3061724901199341,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
13,0.3005927211294572,0.3117246925830841,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
14,0.3428421140027543,0.3083733916282654,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
15,0.327737535815686,0.3149759769439697,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
16,0.3683923363375167,0.31207484006881714,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
17,0.2627157539439698,0.32282915711402893,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
18,0.22000844730064273,0.32397961616516113,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
19,0.1575022799273332,0.32953178882598877,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
20,0.1603273928631097,0.33288314938545227,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
21,0.17922880046535283,0.331782728433609,24,2,100,1000,5,"(3, 32, 32)",10,0.03,0.98,10,50,5
