iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.261692553758621,0.12660257518291473,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
1,2.0714388638734818,0.18299280107021332,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
2,1.4993390490611394,0.2591146230697632,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
3,1.1086109653115273,0.27764424681663513,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
4,0.8941636234521866,0.3105970025062561,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
5,0.7837521259983381,0.3177083134651184,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
6,0.6588986540834109,0.3242188096046448,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
7,0.5919119579096636,0.32241588830947876,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
8,0.4933521511654059,0.3366386294364929,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
9,0.44830913965900737,0.34775644540786743,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
10,0.4013603627681732,0.34645435214042664,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
11,0.3470169131954511,0.34845757484436035,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
12,0.33103330185015994,0.3576723337173462,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
13,0.3170733576019605,0.36448317766189575,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
14,0.22154403074334064,0.36688703298568726,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
15,0.20518368824074665,0.37620195746421814,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
16,0.18483954994007945,0.37880611419677734,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
17,0.1673165598573784,0.3766025900840759,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
18,0.1508142452997466,0.38141024112701416,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
19,0.11977307343234618,0.3834134340286255,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
20,0.12460800524180134,0.3928285539150238,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
21,0.10514870611950755,0.3958333730697632,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
22,0.09678561744901042,0.40314507484436035,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
23,0.09873253720191617,0.3967347741127014,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
24,0.06994119985029101,0.4012420177459717,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
25,0.0774968732924511,0.399338960647583,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
26,0.06817966971235971,0.401041716337204,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
27,0.06315888906829059,0.4025440812110901,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.99,10,50,10
