iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.2548924883206687,0.11745833605527878,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
1,1.950490469733874,0.1862083524465561,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
2,1.5397721081972122,0.22433337569236755,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
3,1.3916199554999669,0.23454168438911438,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
4,1.367045283317566,0.23000001907348633,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
5,1.2897869274020195,0.24275003373622894,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
6,1.161800319949786,0.2566249966621399,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
7,1.1412376016378403,0.26241669058799744,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
8,1.1348057712117832,0.2459583580493927,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
9,1.105917329589526,0.26341667771339417,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
10,0.9844433292746544,0.2693333625793457,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
11,0.9386692953606447,0.2795417010784149,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
12,0.7280413980285326,0.2786250412464142,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
13,0.6072215214371681,0.28687500953674316,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
14,0.5854109994446238,0.2952917218208313,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
15,0.5366173155295352,0.3008750379085541,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
16,0.4978941516019404,0.3062916398048401,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
17,0.4392767247433464,0.3150416612625122,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
18,0.3498776007133226,0.3112500309944153,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
19,0.27745699998922646,0.3214583396911621,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
20,0.21866777609102428,0.32741671800613403,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
21,0.20938300752701858,0.3253333568572998,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
22,0.20417605309436718,0.3268750309944153,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
23,0.15552146511618048,0.3313750624656677,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
24,0.1620310933018724,0.3341667354106903,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
25,0.12701535872959843,0.34170836210250854,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
26,0.15682262449990958,0.33633336424827576,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
27,0.10847546288277954,0.3460833728313446,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
28,0.12702546451085558,0.3412916660308838,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
29,0.08498676652864863,0.34445834159851074,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
30,0.13016196487781903,0.34954172372817993,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
31,0.10633763812559967,0.3449167013168335,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
32,0.06868927110917866,0.34954163432121277,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
33,0.05565897305496037,0.34679168462753296,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
34,0.07705877754294004,0.34550005197525024,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
35,0.09938866191077977,0.3475416898727417,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
36,0.0719154702577119,0.3458333909511566,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
37,0.07170673397680123,0.3460416793823242,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
38,0.07122379956611742,0.3524166941642761,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
39,0.06053174642147496,0.3525416851043701,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
40,0.12213284549458574,0.34579169750213623,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
41,0.0532435441079239,0.3486250638961792,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
42,0.045883518954118095,0.35179173946380615,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
43,0.038042251874382295,0.3569166660308838,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
44,0.05697555298684165,0.3523333668708801,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
45,0.06562889037498583,0.3538750112056732,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
46,0.030041047643559676,0.3565833270549774,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
47,0.03553651135492449,0.358833372592926,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
48,0.0301306945621036,0.3576667010784149,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
49,0.05562594150736307,0.35825008153915405,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.99,10,50,10
