iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.6204502085844676,0.4654446840286255,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.2299847950537999,0.5275440812110901,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.1142186497648556,0.5655048489570618,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.0198416486382484,0.5881410241127014,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,0.9471538712580999,0.5961538553237915,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.8737309748927752,0.613681972026825,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.8165338238080343,0.6225961446762085,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.7645569443702698,0.6295072436332703,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.724807009100914,0.6362180113792419,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.6740903705358505,0.6423277854919434,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.6336028824249903,0.6476362943649292,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.5936634130775928,0.6524439454078674,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.5567214799424013,0.6556490659713745,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.5277081889410814,0.6592548489570618,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.4952755942940712,0.6624599695205688,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.46842967470486957,0.6647636294364929,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.43797262012958527,0.6662660837173462,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.4124486582974593,0.6704728007316589,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.3893713677922885,0.6707732677459717,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.3660463939110438,0.6731771230697632,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.34455358361204463,0.6776843070983887,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.3233713476608197,0.6771835684776306,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.3018487424900134,0.679387092590332,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.28562661446630955,0.6799880862236023,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.26893814591070014,0.6795874834060669,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.2523530926555395,0.6812901496887207,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.23571841418743134,0.680989682674408,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.22038983926177025,0.6833934783935547,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.20804517654081187,0.6836940050125122,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.19527984286348024,0.6833934783935547,24,1,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
