iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9879836042722066,0.25045835971832275,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7521571218967438,0.3397500216960907,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6892986347277958,0.3490417003631592,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5716699709494908,0.3762500286102295,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4895532528559368,0.39366668462753296,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3971438805262248,0.40454167127609253,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.3517519185940425,0.41479170322418213,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.2696769734223683,0.42633339762687683,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.2293219765027363,0.4259166717529297,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.1569330642620723,0.43362507224082947,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.1219136342406273,0.4348333775997162,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.0691701124111812,0.4410833716392517,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.0458489879965782,0.4381250739097595,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.9991556083162626,0.4384584128856659,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9301830430825552,0.44720837473869324,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.9157537942131361,0.4455000162124634,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8645032967130343,0.44875001907348633,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.8326452523469925,0.45116671919822693,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.7962219218413035,0.45270833373069763,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7593264455596606,0.45391666889190674,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7401674464344978,0.4516666829586029,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.7127405678232511,0.4521666467189789,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.6808698450525602,0.4551250636577606,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6489368950327238,0.4572083353996277,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.6193689045806726,0.45737504959106445,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.5941918852428595,0.45745834708213806,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.5714135517676672,0.45725008845329285,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5451092198491096,0.45895835757255554,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.5231804586946964,0.4591250419616699,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.4997651092708111,0.45895838737487793,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
