iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.8930297940969467,0.33216673135757446,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.6509776363770168,0.3605000376701355,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.680668219923973,0.36137503385543823,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.425331676999728,0.4194166660308838,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.379145324230194,0.4238750636577606,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.2578736543655396,0.44883331656455994,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.1890137841304143,0.46408331394195557,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.1293421586354573,0.46891671419143677,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.0706258366505306,0.4749583899974823,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.994255522886912,0.4858750104904175,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.9572232812643051,0.487083375453949,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.9045983403921127,0.4931250512599945,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.8504057625929514,0.49691665172576904,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.814117374519507,0.5012500286102295,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.7661919494469961,0.5063750743865967,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.7337267448504766,0.5087084174156189,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.6946442599097887,0.5122917890548706,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.6738146071632704,0.5102917551994324,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.6382155244549116,0.5146666765213013,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.6071323106686274,0.5194584131240845,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.5805706183115641,0.517708420753479,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.5455762346585592,0.5194583535194397,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.5295283533632755,0.5197083950042725,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.5012374420960745,0.5237500667572021,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.4772403873503208,0.5237500667572021,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.44979508842031163,0.5260000228881836,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.430058312912782,0.5256667137145996,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.408652459581693,0.5259166955947876,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.38533490647872287,0.5283750295639038,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.3712228400011857,0.5294166803359985,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
