iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.5951395531495411,0.4722556471824646,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.1934926410516102,0.5450721979141235,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.0964396446943283,0.5799279808998108,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.0056192899743717,0.5952523946762085,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,0.926707923412323,0.6124799847602844,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.8710800483822823,0.6255008578300476,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.8089534193277359,0.6328125596046448,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.7638960679372152,0.644230842590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.7117400467395782,0.6485376358032227,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.673701599240303,0.654146671295166,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.6355105216304461,0.6563502550125122,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.6013826703031858,0.6622596383094788,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.564589491734902,0.6649640798568726,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.5304008598128954,0.666766881942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.5021630339324474,0.66796875,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.473593653490146,0.6685697436332703,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.44565613319476444,0.671875,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.4193730155626933,0.6743790507316589,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.39744989201426506,0.67578125,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.3750647393365701,0.679387092590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.35428711647788685,0.6799880862236023,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.33308680603901547,0.679387092590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.3138217156132062,0.680588960647583,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.2955515179783106,0.6843950152397156,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.27761179581284523,0.6817909479141235,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.26223784250517684,0.6830930113792419,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.2468243297189474,0.6844951510429382,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.2302687627573808,0.6855968832969666,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.21679658318559328,0.6853966116905212,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.20388871617615223,0.6864985227584839,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
