iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9429641614357631,0.2926250398159027,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.627251739303271,0.37916669249534607,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.5461239616076152,0.40416669845581055,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.4204662839571636,0.43295833468437195,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.313072681427002,0.4542083144187927,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.2388776789108913,0.4674999713897705,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.1774129420518875,0.4751250147819519,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.068827211856842,0.49408334493637085,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.0323376953601837,0.4989583492279053,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.9780889625350634,0.504666805267334,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.93154426664114,0.5063333511352539,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.8663280134399732,0.5130417346954346,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.8200090304017067,0.518250048160553,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.7874834835529327,0.5195833444595337,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.7488390331466993,0.5225000381469727,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.711642491320769,0.5245417356491089,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.6892347931861877,0.5257917642593384,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.6476216465234756,0.5286667346954346,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.6164455687006315,0.53104168176651,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.5933008367816607,0.5325000286102295,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.5667716028789679,0.5342084169387817,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.5325600951910019,0.5370833277702332,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.511876163383325,0.5374584197998047,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.48725506911675137,0.5385832786560059,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.4619818826516469,0.5392917394638062,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.4373098413149516,0.5402083992958069,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.4167504819730918,0.5416250228881836,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.3947814305623372,0.5415416955947876,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.37438854202628136,0.5419584512710571,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.3579222684105237,0.5423333644866943,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
