iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9945096969604492,0.2690833508968353,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7120414872964222,0.35170838236808777,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.7231129457553227,0.3419583737850189,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.562012289961179,0.3782083988189697,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.5197636485099792,0.3801250159740448,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.4610555320978165,0.3927083909511566,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.4032801042000453,0.3955417275428772,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.317227303981781,0.4097083806991577,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.275397131840388,0.41287505626678467,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.229979619383812,0.4152917265892029,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.1510189026594162,0.42250001430511475,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.1045174698034923,0.4303750991821289,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.0939806749423344,0.42495840787887573,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,1.024119791885217,0.43429169058799744,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9678576613465945,0.4387500286102295,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.9284471919139227,0.43883341550827026,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.9014675964911779,0.4410417675971985,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.8793845549225807,0.4428749978542328,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.8370410750309626,0.44391679763793945,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7959451849261919,0.4464166760444641,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7618395412961642,0.44858336448669434,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.7346406579017639,0.4488750696182251,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.7064575925469398,0.45054173469543457,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6771158625682195,0.4505000114440918,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.6433993627627691,0.4544166326522827,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.6128087192773819,0.4537917375564575,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.5988438352942467,0.4515417218208313,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5819185736278693,0.45354175567626953,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.5506078936159611,0.45470839738845825,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.5309284093479315,0.4552916884422302,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
