iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.7183972150087357,0.4225761294364929,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
1,1.2112987339496613,0.5317508578300476,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
2,1.0903065477808316,0.5651041269302368,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
3,0.9990745012958845,0.5885418057441711,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
4,0.9314555500944456,0.6013622283935547,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
5,0.8749854216972986,0.6082732677459717,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
6,0.8120726545651754,0.6215945482254028,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
7,0.7598090072472891,0.6320112943649292,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
8,0.7167458857099215,0.6386218070983887,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
9,0.6787252426147461,0.6456330418586731,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
10,0.6383908341328303,0.6489383578300476,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
11,0.6039010485013326,0.6531451344490051,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
12,0.5697916609545549,0.6581530570983887,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
13,0.5390350309511026,0.6583533883094788,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
14,0.5101167696217696,0.6591546535491943,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
15,0.48139450574914616,0.6649640202522278,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
16,0.4578126296401024,0.6668669581413269,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
17,0.43608026827375096,0.6684695482254028,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
18,0.4174639570216338,0.6706730723381042,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
19,0.39301997298995656,0.6725761890411377,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
20,0.3736913899580638,0.6723759174346924,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
21,0.3550371713936329,0.6737781763076782,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
22,0.3347603591779868,0.6743790507316589,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
23,0.31712372973561287,0.6761819124221802,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
24,0.3034122393776973,0.6755809187889099,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
25,0.2876922668268283,0.6778846979141235,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
26,0.271890706072251,0.6783854961395264,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
27,0.2563869543373585,0.6787861585617065,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
28,0.244758619616429,0.6777844429016113,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
29,0.2318668713172277,0.6792868375778198,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
