iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,2.151638905207316,0.20816665887832642,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
1,2.089238941669464,0.2342499941587448,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
2,2.0027693013350167,0.2642083168029785,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
3,1.9429916143417358,0.27775004506111145,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
4,1.8978814830382664,0.2835417091846466,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
5,1.8278877933820088,0.30100005865097046,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
6,1.7115209350983303,0.3250000774860382,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
7,1.7110374023516972,0.32570838928222656,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
8,1.6459439794222515,0.3395000100135803,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
9,1.5913972308238347,0.35300004482269287,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
10,1.5301849991083145,0.36137503385543823,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
11,1.4714356660842896,0.37445831298828125,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
12,1.423368200659752,0.38279175758361816,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
13,1.41472431520621,0.3807083070278168,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
14,1.337186003724734,0.39883333444595337,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
15,1.2980910738309224,0.4037916660308838,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
16,1.260565161705017,0.41204172372817993,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
17,1.2385909507671993,0.41333338618278503,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
18,1.205274964372317,0.42091673612594604,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
19,1.1719418615102768,0.42395836114883423,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
20,1.1439160356918971,0.42658334970474243,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
21,1.1349327613910039,0.4252083897590637,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
22,1.1054909725983937,0.43004167079925537,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
23,1.0738120724757512,0.4335000216960907,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
24,1.0498989621798198,0.4347916841506958,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
25,1.0251911580562592,0.4396250247955322,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
26,1.0013112773497899,0.4404582977294922,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
27,0.9744207859039307,0.4434583783149719,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
28,0.9543327366312345,0.4462084174156189,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
29,0.9373240893085798,0.4466249942779541,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
