iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,2.161077926556269,0.2172500193119049,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
1,2.1816249887148538,0.22450003027915955,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
2,2.1809051831563315,0.23325002193450928,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
3,2.1175884703795114,0.2422916740179062,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
4,2.016265576084455,0.2672083377838135,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
5,1.9318594584862392,0.28045836091041565,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
6,1.8004386027654011,0.3070000112056732,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
7,1.8084897299607594,0.3006666898727417,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
8,1.7248441576957703,0.3187083601951599,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
9,1.689191962281863,0.32095837593078613,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
10,1.630651518702507,0.3381667137145996,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
11,1.5509789139032364,0.3493332862854004,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
12,1.5154321293036144,0.35737499594688416,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
13,1.4839069445927937,0.36116668581962585,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
14,1.4231830487648647,0.3684583306312561,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
15,1.377276360988617,0.3760000467300415,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
16,1.3433043857415516,0.3800000548362732,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
17,1.274361123641332,0.39625000953674316,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
18,1.2770693947871525,0.3904167413711548,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
19,1.2531254490216572,0.3928750157356262,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
20,1.2200770775477092,0.3987500071525574,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
21,1.2028312534093857,0.39891672134399414,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
22,1.1609537700812023,0.40520840883255005,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
23,1.1343170404434204,0.4102083146572113,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
24,1.1026978169878323,0.4130416512489319,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
25,1.0878937964638073,0.413833349943161,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
26,1.0672867745161057,0.41583335399627686,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
27,1.0483900507291157,0.41604170203208923,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
28,1.0085621948043506,0.42279180884361267,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
29,0.9976381634672483,0.4226667284965515,24,4,500,1000,12,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
