iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.9656024674574535,0.2516666650772095,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
1,1.7701967060565948,0.32595837116241455,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
2,1.6451205760240555,0.3685000538825989,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
3,1.4606197327375412,0.4036667048931122,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
4,1.4071067819992702,0.4168749451637268,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
5,1.2641987005869548,0.4518333673477173,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
6,1.189761643608411,0.45775002241134644,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
7,1.1279022296269734,0.471041738986969,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
8,1.0722641174991925,0.47987502813339233,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
9,1.0193996752301853,0.48641663789749146,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
10,0.9685127710302671,0.49241670966148376,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
11,0.9123923828204473,0.500499963760376,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
12,0.8726658771435419,0.5057083964347839,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
13,0.8349114879965782,0.5065000057220459,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
14,0.7870025957624117,0.5139583945274353,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
15,0.7654091045260429,0.5135000348091125,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
16,0.7326950579881668,0.5143750309944153,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
17,0.6947016368309656,0.5200001001358032,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
18,0.6739803105592728,0.5189167261123657,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
19,0.6426542277137438,0.5215833783149719,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
20,0.6096614524722099,0.5225416421890259,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
21,0.5861187602082888,0.5232499837875366,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
22,0.5601329803466797,0.5260416865348816,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
23,0.5391660916308562,0.5270416140556335,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
24,0.5153605453670025,0.5282500982284546,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
25,0.49550218010942143,0.5278334021568298,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
26,0.4703669647375743,0.5285833477973938,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
27,0.4503645660976569,0.5295417308807373,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
28,0.43412970130642253,0.5295833349227905,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
29,0.41109061365326244,0.530875027179718,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,23,30,10,2
