iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.8737865835428238,0.3383333384990692,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
1,1.5357237060864766,0.41312509775161743,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
2,1.521091749270757,0.4161667227745056,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
3,1.3531199644009273,0.46250006556510925,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
4,1.2683804432551067,0.4738333821296692,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
5,1.1799550751845043,0.4987083375453949,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
6,1.0943176671862602,0.5107501149177551,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
7,1.0392538954814274,0.51541668176651,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
8,0.9899402831991514,0.5224584341049194,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
9,0.9399163027604421,0.5269583463668823,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
10,0.8914899453520775,0.5325417518615723,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
11,0.8255472506086031,0.5417084097862244,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
12,0.793579618136088,0.5437917113304138,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
13,0.760138563811779,0.5440416932106018,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
14,0.7104222352306048,0.549625039100647,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
15,0.6716286937395731,0.549958348274231,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
16,0.6418624843160311,0.5542083978652954,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
17,0.6160014793276787,0.5555416345596313,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
18,0.5816471899549166,0.5575416684150696,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
19,0.5465358930329481,0.5602917671203613,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
20,0.5243637623886267,0.561416745185852,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
21,0.4984102522333463,0.5641666650772095,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
22,0.469768521686395,0.5626250505447388,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
23,0.451445322483778,0.5642918348312378,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
24,0.4200910913447539,0.5668749809265137,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
25,0.4031800143420696,0.5668751001358032,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
26,0.38138654207189876,0.5694583654403687,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
27,0.36058563242355984,0.5672084093093872,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
28,0.339821744710207,0.5687083601951599,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
29,0.32213654307027656,0.5703750252723694,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,4
