iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,2.1047357817490897,0.22564023733139038,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
1,1.990559329589208,0.26520609855651855,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
2,1.9246325194835663,0.2807123064994812,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
3,1.727068454027176,0.35239097476005554,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
4,1.6273408035437267,0.3710983991622925,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
5,1.5546227792898815,0.39270710945129395,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
6,1.502953310807546,0.4078131318092346,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
7,1.4224436630805333,0.42587029933929443,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
8,1.3386118561029434,0.44697877764701843,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
9,1.301083579659462,0.45418164134025574,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
10,1.2729721715052922,0.4549820125102997,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
11,1.1964768519004185,0.4739895761013031,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
12,1.193708022435506,0.4660864472389221,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
13,1.1493397504091263,0.4765906035900116,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
14,1.1002897198001544,0.4846939444541931,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
15,1.0653358573714893,0.49034616351127625,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
16,1.0465696553389232,0.4908963441848755,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
17,1.0123112599054973,0.49659866094589233,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
18,0.9830795079469681,0.5018507242202759,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
19,0.9450154677033424,0.5073029398918152,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
20,0.9266344010829926,0.5091536641120911,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
21,0.9069917599360148,0.5114045143127441,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
22,0.8884241705139478,0.5123549699783325,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
23,0.8613153050343195,0.5162565112113953,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
24,0.8425260186195374,0.5184573531150818,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
25,0.8207863618930181,0.5211585164070129,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
26,0.8086508636673292,0.5208082795143127,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
27,0.7828583170970281,0.5242596864700317,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
28,0.7733552878101667,0.5246098041534424,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
29,0.7471599156657854,0.5275110006332397,24,2,500,1000,4,"(3, 32, 32)",10,0.03,0.99,23,30,10,1
