iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,90.73311,95.20125579833984,9.570151329040527,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
1,84.16635,89.6156997680664,9.010397911071777,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
2,78.1054,84.4457778930664,8.495880126953125,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
3,72.39375,79.61136627197266,8.01502513885498,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
4,67.25213,75.1956787109375,7.57325553894043,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
5,62.540527,71.04714965820312,7.161571502685547,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
6,58.102707,67.0645523071289,6.763600826263428,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
7,53.999477,63.27809524536133,6.384591102600098,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
8,50.27114,59.76031494140625,6.034212589263916,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
9,46.802258,56.52317810058594,5.710004806518555,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
10,43.622982,53.45335006713867,5.402658462524414,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
11,40.60261,50.50492477416992,5.107924938201904,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
12,37.86369,47.819122314453125,4.8381547927856445,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
13,35.352196,45.39824295043945,4.594970226287842,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
14,33.00317,43.01778030395508,4.355923652648926,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
15,30.814936,40.812557220458984,4.134445667266846,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
16,28.739838,38.68836975097656,3.92100191116333,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
17,26.8383,36.782798767089844,3.7295761108398438,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
18,25.087086,34.80910873413086,3.5309534072875977,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
19,23.47426,33.09883117675781,3.358985185623169,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
20,21.957565,31.426227569580078,3.189826488494873,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
21,20.548223,29.830909729003906,3.029270648956299,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
22,19.262432,28.380569458007812,2.8818910121917725,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
23,18.042053,26.986820220947266,2.740995168685913,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
24,16.915045,25.66731834411621,2.6080241203308105,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
25,15.842461,24.440658569335938,2.483851671218872,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
26,14.83705,23.268651962280273,2.364610195159912,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
27,13.926228,22.151580810546875,2.2501397132873535,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
28,13.071298,21.096776962280273,2.1431338787078857,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
29,12.274866,20.095684051513672,2.041022777557373,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
30,11.525749,19.142230987548828,1.944480061531067,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
31,10.827396,18.242258071899414,1.8526976108551025,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
32,10.171828,17.41494369506836,1.768775463104248,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
33,9.565147,16.586639404296875,1.6837431192398071,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
34,8.990742,15.79108715057373,1.60171377658844,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
35,8.457851,15.11191463470459,1.531861424446106,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
36,7.959857,14.420397758483887,1.460422158241272,3,150,10,500,10,0,0,10,False,0.01,1,50,1500,0
