iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,78.20141854604086,8.807855606079102,89.05806732177734,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
1,63.206977659861245,7.773571968078613,78.62940216064453,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
2,51.82777788798014,6.954195976257324,70.36515808105469,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
3,43.067710603078204,6.299409866333008,63.71895217895508,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
4,36.2705677541097,5.723707675933838,57.899391174316406,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
5,30.931023807525634,5.262460231781006,53.291465759277344,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
6,26.483825079600017,4.824052810668945,48.85630798339844,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
7,22.774325755437214,4.4273176193237305,44.87508773803711,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
8,20.29258227666219,4.143338680267334,41.983882904052734,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
9,17.821892846425374,3.8730111122131348,39.278167724609375,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
10,15.556232218742371,3.5794260501861572,36.369422912597656,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
11,13.798159664471944,3.356060743331909,34.118934631347656,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
12,12.435517376263936,3.1805427074432373,32.37783432006836,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
13,11.218586500485738,2.9882285594940186,30.457162857055664,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
14,10.17876727104187,2.8118550777435303,28.666912078857422,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
15,9.269793437321981,2.6581010818481445,27.119815826416016,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
16,8.575637184778849,2.5356361865997314,25.882999420166016,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
17,7.981186950206757,2.4111499786376953,24.60240936279297,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
18,7.42352674484253,2.2980408668518066,23.446807861328125,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
19,6.891112016042073,2.1989035606384277,22.47772789001465,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
20,6.3179205441474915,2.0849814414978027,21.32638931274414,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
21,5.869043152332306,1.9893348217010498,20.362550735473633,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
22,5.545311489105225,1.9037396907806396,19.511428833007812,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
23,5.170020461479822,1.81204354763031,18.610124588012695,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
24,4.82385803937912,1.7232242822647095,17.708648681640625,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
25,4.654536069234212,1.6640604734420776,17.130512237548828,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
26,4.431510113080343,1.597335696220398,16.468292236328125,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
27,4.301148239572843,1.5445916652679443,15.950761795043945,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
28,4.130057089527448,1.4892456531524658,15.39149284362793,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
29,3.9044746931393943,1.4322589635849,14.836736679077148,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
30,3.723367657661438,1.3822141885757446,14.332220077514648,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
31,3.5928860652446746,1.3335970640182495,13.865828514099121,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
32,3.485589985847473,1.3062000274658203,13.618854522705078,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
33,3.3194330082337062,1.2698370218276978,13.24844741821289,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
34,3.2336835710207623,1.2514030933380127,13.076610565185547,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
35,3.186380600531896,1.2224583625793457,12.781059265136719,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
36,3.136749725937843,1.207829475402832,12.61939525604248,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
37,3.011310140589873,1.1738321781158447,12.302926063537598,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
38,2.9903475336233774,1.1554290056228638,12.13314437866211,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
39,3.0012487054864567,1.150266170501709,12.100069046020508,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
40,2.9856174249450365,1.1238186359405518,11.823319435119629,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
41,2.8968919348716735,1.089113473892212,11.474164009094238,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
42,2.8483199011782805,1.0655685663223267,11.241782188415527,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
43,2.7847132331629596,1.0363073348999023,10.962635040283203,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
44,2.8095012789467972,1.0262713432312012,10.880699157714844,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
45,2.753367098917564,0.9898136854171753,10.523345947265625,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
46,2.7024359832207363,0.9824539422988892,10.438043594360352,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
47,2.6137256652613483,0.9526042938232422,10.127815246582031,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
48,2.6576299862066906,0.9559690356254578,10.169304847717285,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
49,2.6214565442999205,0.9404685497283936,10.02220630645752,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
50,2.7246172326803206,0.9470056295394897,10.095258712768555,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
51,2.7080829161405564,0.9303619861602783,9.915353775024414,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
52,2.672302872737249,0.9132838249206543,9.738207817077637,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
53,2.6336442987124125,0.8985992670059204,9.624724388122559,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
54,2.6622693026065827,0.8918013572692871,9.571422576904297,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
55,2.54497305115064,0.8703646063804626,9.349405288696289,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
56,2.465276355544726,0.851556122303009,9.15762996673584,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
57,2.473431978225708,0.8531224727630615,9.183287620544434,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
58,2.43160850306352,0.8415451645851135,9.04826831817627,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
59,2.462707044680913,0.8420356512069702,9.037242889404297,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
60,2.4515726669629414,0.8341671228408813,8.970945358276367,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
61,2.41764708340168,0.8287489414215088,8.926823616027832,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
62,2.3921597119172415,0.8177664279937744,8.800030708312988,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
63,2.3349018702904383,0.8139503002166748,8.750926971435547,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
64,2.2728174408276876,0.807442843914032,8.703927993774414,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
65,2.3390018500884375,0.8076876997947693,8.69168758392334,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
66,2.3225261986255648,0.7941654324531555,8.565330505371094,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
67,2.2872839200496675,0.7858052253723145,8.513825416564941,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
68,2.2988660869002344,0.7902312278747559,8.565533638000488,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
69,2.2380089456836383,0.7833870649337769,8.502134323120117,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
70,2.248575712144375,0.772311270236969,8.383227348327637,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
71,2.3781924810508888,0.7819477915763855,8.480419158935547,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
72,2.353910880734523,0.7832967638969421,8.495280265808105,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
73,2.3140778661022585,0.7665948271751404,8.346474647521973,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
74,2.3365135252227387,0.7644028067588806,8.327047348022461,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
75,2.251597585082054,0.7490509748458862,8.188404083251953,3,150,10,500,10,0,0,False,10,False,0.01,1,3,300,2
