iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.1530232653021812,0.30366671085357666,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.2995916282137235,0.3735416829586029,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.4658448132686317,0.38212502002716064,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.2459616706085702,0.41170835494995117,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,1.2800950571739425,0.3893750309944153,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.19620365866770348,0.4298332929611206,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.05834751397681733,0.4606250524520874,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.14528839802369475,0.4571666717529297,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.10326647975792487,0.4633333683013916,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.027882598301706214,0.4816250205039978,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.020379733798714977,0.4880834221839905,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.021934223012067378,0.4936250150203705,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.016081538167782128,0.49537503719329834,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.16621048612675318,0.47808337211608887,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.01846808746146659,0.499833345413208,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.011551242166509232,0.5082499980926514,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.011453204167385897,0.5066250562667847,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.009506907197646797,0.5081666707992554,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.009408666577655822,0.5084167122840881,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.008631563260375211,0.5085417032241821,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.008581147141133746,0.5110417604446411,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007660620438400656,0.5095833539962769,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.0073609558554987116,0.5111250877380371,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.006961713428609073,0.512333333492279,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.006637710942110668,0.5129583477973938,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.006485805575114985,0.512624979019165,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.006149673989663522,0.5140417814254761,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.006031713332049549,0.5143750309944153,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.005680828995537013,0.5139167904853821,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005487306528569509,0.514708399772644,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
