iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.1051883772015572,0.3165833652019501,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.2765948325395584,0.39933332800865173,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.4289873382076621,0.3969583511352539,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.09520027328593035,0.4488333463668823,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.12243129056878388,0.45520836114883423,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.3163669639422248,0.4517083168029785,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.2890813152771443,0.46762508153915405,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.0866346776407833,0.49570831656455994,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.03222750953864306,0.5101667046546936,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.018009113613516092,0.5194584131240845,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.02749794120124231,0.5229167342185974,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.031392015710783504,0.528124988079071,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.011831987532787025,0.5397917032241821,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.011724556679837406,0.5437083840370178,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.011020363715942949,0.5463334321975708,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.008799060112020621,0.5511667728424072,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.008957287199640026,0.5549584031105042,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.008146957552526146,0.5552083253860474,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.008369126492956033,0.5592083930969238,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.007441262559344371,0.561833381652832,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.006693190293541799,0.5617084503173828,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.006753789765449862,0.5617084503173828,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.006182548900445302,0.5656667351722717,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.005790021774979929,0.5666249990463257,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005728353435794513,0.5670416951179504,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.005293842637911439,0.5690000057220459,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.005155345269789298,0.5703750848770142,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.0050113107038972276,0.5697084069252014,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.005489267117809504,0.5706666707992554,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004617028869688511,0.5717500448226929,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
