iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.108254685997963,0.3217500150203705,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.22612713587780794,0.3890417218208313,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.42372108561297256,0.3840417265892029,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.25166244378002983,0.4061667323112488,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.8030755574194094,0.4057084321975708,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.5181223131561031,0.40929168462753296,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.06124341355947157,0.4607083797454834,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.3003466986119747,0.4569999575614929,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.23520624521188438,0.4488333463668823,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.0221418613800779,0.4799167513847351,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.060237555066123605,0.4829583168029785,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.04850858655602982,0.48362499475479126,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.03866412323744347,0.4923750162124634,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.011948024077961842,0.4980834126472473,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.024249530552575987,0.49645835161209106,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.01099142296394954,0.502125084400177,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.018906463558475178,0.49924999475479126,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.012246204423718154,0.5023750066757202,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.008730997719491521,0.5052083730697632,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.013669182119580606,0.50475013256073,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.008029680893135568,0.5084999799728394,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007693670845280091,0.5084167122840881,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.0071255353395827115,0.5091667175292969,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.007904310148054114,0.5085000395774841,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.0067337502259761095,0.5106667280197144,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.009487212460953742,0.5096250772476196,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.01031499718859171,0.5092500448226929,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.006121243350207806,0.5118334293365479,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.008479205173595497,0.5105416774749756,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005374971427954733,0.5138334035873413,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
