iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.113338974614938,0.32079172134399414,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.2964904708787799,0.3883333206176758,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.3461250231290857,0.38466668128967285,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.6104602346507212,0.382999986410141,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.2663218432571739,0.429791659116745,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.1508384260814637,0.4418334364891052,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.03297787765040994,0.46520835161209106,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.13956758620527884,0.4636666476726532,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.04076567214603225,0.4792916774749756,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.028915390411081415,0.48495835065841675,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.04923929118861755,0.48804163932800293,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.015504153212532401,0.49291667342185974,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.015126175712794065,0.5012917518615723,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.17207070963922888,0.49137505888938904,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.011261521217723688,0.5052499771118164,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.025311949022579938,0.5012916922569275,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.009733271105991056,0.5087500810623169,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.008773953867300103,0.5099583864212036,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.009940856388614824,0.5095000267028809,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.008320415295505276,0.5145000219345093,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.0084584082942456,0.5145000219345093,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007505746597113709,0.5148333311080933,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.012708505266346037,0.5136666893959045,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.006665070812838773,0.5190417170524597,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.0066053512079330785,0.5168750286102295,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.00814200813571612,0.5173750519752502,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.006242316817709555,0.5189583897590637,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.005849876848515123,0.5196250677108765,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.005519118004788955,0.5202916860580444,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005657517176587135,0.518958330154419,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
