iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.0020102796455224,0.3122500479221344,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.15188248424480358,0.4021666944026947,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.36113059675941866,0.4022916555404663,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.12160310545004904,0.43795841932296753,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.10585824966741104,0.45429176092147827,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.17024588484006623,0.47300004959106445,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.051485046511515975,0.48833340406417847,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.05963515106122941,0.4996250569820404,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.4043776981222133,0.4747083783149719,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.02208587449664871,0.5197499990463257,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.09971353268095602,0.5183750987052917,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.21518467886683842,0.5157083868980408,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.035443869147760175,0.5313334465026855,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.010190886018487314,0.5437083840370178,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.009585057424070934,0.549291729927063,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.008768377321151396,0.547958254814148,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.008559357025660574,0.5508750081062317,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.00813347107032314,0.5538333654403687,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.007468167692422867,0.5539584159851074,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.00803637997402499,0.5573750734329224,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.007082675098596762,0.5585833787918091,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.013797441963106394,0.5577917098999023,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.006667156703770161,0.5593750476837158,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.00772654856943215,0.5610833764076233,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005598799810589601,0.5629167556762695,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.005389756891721238,0.5637916922569275,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.005167890747543424,0.5667500495910645,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.004921340694030126,0.5660000443458557,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.004720528357817481,0.5666249990463257,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004587218145995091,0.5676250457763672,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
