iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.135945628086726,0.30904167890548706,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.34746539033949375,0.3696666657924652,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.2390240925985078,0.38854169845581055,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.1851785796073576,0.40812504291534424,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.3873735065571964,0.38862502574920654,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.062247061248247824,0.44204169511795044,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.11785942867087822,0.4423334002494812,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.07971543601403634,0.45245835185050964,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.08151386848961313,0.45879170298576355,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.04630671348422766,0.47025007009506226,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.07574702756634603,0.47125011682510376,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.019314832636155188,0.47925007343292236,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.030798120812202495,0.4776666760444641,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.01878266599184523,0.48183339834213257,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.012595513951964676,0.48316657543182373,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.011590998503379524,0.486625075340271,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.012097474692078928,0.4890000820159912,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.009355475466387967,0.491958349943161,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.014928280763948957,0.4897083640098572,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.008472555899061263,0.4929167628288269,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.10231243004091084,0.4833333194255829,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007983239988485972,0.49550002813339233,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.008175305129649738,0.4918333888053894,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.007322110468521714,0.4934999942779541,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.006867284401475142,0.4958750605583191,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.006693000847008079,0.4978749752044678,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.006300936317226539,0.4970416724681854,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.006313237866076331,0.4985416829586029,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.006013370080230136,0.4993750751018524,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005658945670196165,0.4981667399406433,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
