iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.2197996775309246,0.30266669392585754,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.32168587173024815,0.3873750567436218,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.8615987015267214,0.36775004863739014,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.20274022966623306,0.41204172372817993,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.20174299025287232,0.4256250262260437,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.09043460572138429,0.4387499988079071,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.08712437213398516,0.45366668701171875,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.09656875254586339,0.45708340406417847,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.12427835709725817,0.4621666669845581,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.02976613724604249,0.4778749942779541,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.02865048055537045,0.4801250696182251,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.0375379438434417,0.47874999046325684,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.014955440536141396,0.4880416989326477,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.05906717316247523,0.48583337664604187,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.013520558907960853,0.49554169178009033,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.015544339704016844,0.49495840072631836,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.01506939297541976,0.4972500503063202,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.009678388829343021,0.5036250352859497,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.030605972201252978,0.49908334016799927,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.010088360441538194,0.5055833458900452,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.008166422019712627,0.5058749914169312,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.0077987406790877385,0.5074583888053894,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.00786255398998037,0.5069999694824219,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.0071253976978672045,0.5068750381469727,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.006797685520723462,0.5062500834465027,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.006541614168478797,0.5075833797454834,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.006354970663475494,0.5079584121704102,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.006124716446114083,0.5087083578109741,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.0057979486882686615,0.5078750848770142,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.00584752574407806,0.5091249942779541,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
