iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.9220910271008809,0.24920836091041565,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
1,1.3994735678037007,0.32741671800613403,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
2,1.1910992115736008,0.33229172229766846,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
3,0.8796378076076508,0.36395835876464844,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
4,0.749193167934815,0.3644166588783264,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
5,0.6115339261790117,0.3656666874885559,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
6,0.5080666082600752,0.3732083737850189,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
7,0.41177790022144717,0.3774999976158142,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
8,0.34983364896227914,0.3772500157356262,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
9,0.2591975796967745,0.38304173946380615,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
10,0.21384653495624661,0.3879167437553406,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
11,0.18467116821557283,0.3865834176540375,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
12,0.14775986690074205,0.3864167332649231,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
13,0.14608600797752538,0.3798750340938568,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
14,0.09832623608720799,0.38870835304260254,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
15,0.09567257847326498,0.38454169034957886,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
16,0.07735714851878583,0.39004167914390564,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
17,0.05968798079993576,0.39137500524520874,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
18,0.05856495222542435,0.38995835185050964,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
19,0.04751316764547179,0.3890416622161865,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
20,0.04158191584671537,0.38950008153915405,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
21,0.03527823323383927,0.38933342695236206,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
22,0.036606916575692594,0.38887497782707214,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
23,0.03497906458020831,0.3855833411216736,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
24,0.026816583587788045,0.39029166102409363,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
25,0.023405530392968405,0.39108335971832275,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
26,0.021462107678720106,0.39116668701171875,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
27,0.01878899902415772,0.39016664028167725,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
28,0.016744134462593745,0.3922916650772095,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
29,0.0230266130141293,0.3839166760444641,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,,30,10
