iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,2.177318722009659,0.2237580120563507,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
1,1.629662200808525,0.33894234895706177,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
2,1.3942366639773052,0.3917268216609955,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
3,1.2763613710800807,0.4066506624221802,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
4,1.1718051135540009,0.42748400568962097,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
5,1.1127353062232335,0.43389424681663513,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
6,1.0266418630878131,0.4495192766189575,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
7,0.9708451131979624,0.4482172131538391,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
8,0.8940049111843109,0.4546273946762085,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
9,0.8419423848390579,0.4631410539150238,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
10,0.7878247002760569,0.463641881942749,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
11,0.7547994032502174,0.46674680709838867,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
12,0.7034046004215876,0.4683493971824646,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
13,0.6591093552609285,0.4726563096046448,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
14,0.6312117762863636,0.4729567766189575,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
15,0.5911395065486431,0.47706329822540283,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
16,0.5536710632344087,0.4772636890411377,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
17,0.5212518088519573,0.479567289352417,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
18,0.48681024958690006,0.48277243971824646,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
19,0.45969948669274646,0.48447519540786743,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
20,0.43158578872680664,0.4856771230697632,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
21,0.408731318389376,0.4843750596046448,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
22,0.38183234197398025,0.4868789613246918,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
23,0.3600293726970752,0.4882813096046448,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
24,0.3390530937661727,0.49098560214042664,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
25,0.318666643773516,0.4913862347602844,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
26,0.3022551989803712,0.495192289352417,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
27,0.2818244795004527,0.49318915605545044,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
28,0.26570944922665757,0.4921875,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
29,0.2516911265750726,0.49639421701431274,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,1,,30,10
