iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.8622829516728718,0.3578726053237915,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
1,1.453590452671051,0.4514223039150238,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
2,1.2981310536464055,0.47606170177459717,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
3,1.1578870564699173,0.5092147588729858,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
4,1.0731635590394337,0.5275440216064453,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
5,0.9946830893556277,0.5434696078300476,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
6,0.9210752149422964,0.5535857081413269,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
7,0.8723207637667656,0.5541867017745972,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
8,0.8069838856657346,0.5655049085617065,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
9,0.7502657175064087,0.5698117017745972,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
10,0.7113271330793699,0.5776242017745972,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
11,0.6729291950662931,0.5806289911270142,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
12,0.6361257173120975,0.5805289149284363,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
13,0.597042607764403,0.5858373641967773,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
14,0.5614962217708429,0.5900440812110901,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
15,0.5292900030811628,0.5942509174346924,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
16,0.4969080872833729,0.5950520634651184,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
17,0.46781756977240246,0.5971555709838867,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
18,0.45525070279836655,0.5951523780822754,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
19,0.41972345237930614,0.6016627550125122,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
20,0.3934835195541382,0.5992588996887207,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
21,0.3728494855264823,0.5985577702522278,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
22,0.34001096586386365,0.60546875,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
23,0.32312658180793125,0.6031651496887207,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
24,0.30036857972542447,0.6073718667030334,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
25,0.28137461220224697,0.6099759936332703,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
26,0.26945348146061104,0.6094751954078674,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
27,0.2477751523256302,0.6108773946762085,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
28,0.23119735407332578,0.6127805113792419,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
29,0.21489531298478445,0.6126803159713745,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
