iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.7256953517595928,0.17400000989437103,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
1,0.560843580091993,0.23654167354106903,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
2,0.2915738762822002,0.25687503814697266,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
3,0.14136748656164855,0.2591667175292969,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
4,0.07370734152694543,0.26095837354660034,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
5,0.045399466839929424,0.2616667151451111,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
6,0.031607837396829076,0.26241666078567505,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
7,0.02366021186268578,0.2630417048931122,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
8,0.018681797858638067,0.2630000114440918,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
9,0.015219642848630125,0.26354169845581055,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
10,0.012806304943903038,0.26354166865348816,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
11,0.010840660164831206,0.2630833387374878,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
12,0.00938712446562325,0.2628750205039978,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
13,0.008231603792713335,0.2629583775997162,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
14,0.007376044978930925,0.2627916932106018,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
15,0.006607270460032548,0.2630833387374878,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
16,0.006022194764227606,0.2631666660308838,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
17,0.005476502803503536,0.26345834136009216,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
18,0.005055485919001512,0.2641250491142273,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
19,0.0047238602516396595,0.26362502574920654,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
20,0.004370371956611052,0.2644583582878113,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
21,0.004016132773055385,0.26391667127609253,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
22,0.003757576885012289,0.2644583582878113,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
23,0.003577790363730552,0.2639999985694885,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
24,0.0033532937474471205,0.2639167010784149,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
25,0.00321373975990961,0.2639583945274353,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
26,0.0030164913090023524,0.26354169845581055,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
27,0.0028558058790319287,0.2641250491142273,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
28,0.002721935394220054,0.2640833556652069,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
29,0.0026026672906785584,0.2640000283718109,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,24,,30,10
