iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,2.0623777707417807,0.1965833604335785,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,1.6419917047023773,0.23925000429153442,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,1.220906637609005,0.2835416793823242,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,1.0281792666064575,0.288666695356369,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.7660067597753368,0.30908334255218506,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.5915855238951432,0.31429168581962585,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.5189519847044721,0.32237502932548523,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.3714764670197231,0.32358330488204956,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.3943037597928196,0.3329583406448364,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.3361476060623924,0.32583338022232056,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.23414553127562007,0.33379170298576355,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.2065527139347978,0.33525002002716064,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.1564163642275768,0.33650001883506775,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.14618909368679547,0.33250001072883606,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.13143217784818262,0.33237504959106445,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.11846913373058972,0.3302916884422302,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.07898577559778157,0.33408331871032715,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.07932410269859247,0.33395838737487793,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.06340386082107823,0.3372083902359009,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.056902944013321154,0.33275002241134644,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.05859743898812061,0.3307499885559082,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.04132325720274821,0.33750006556510925,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.04775307034530366,0.3377917408943176,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.055828806527036555,0.33399999141693115,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.037909417044526585,0.33416664600372314,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.027158442656703603,0.33524999022483826,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.034096233119877674,0.3304583728313446,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.021563898286937427,0.33520835638046265,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.0308521725043344,0.3332083225250244,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.019380403561323572,0.3362500071525574,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
