iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,2.0840167005856833,0.2159166932106018,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
1,1.7071650922298431,0.2716667056083679,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
2,1.3912161936362584,0.3057500123977661,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
3,1.1023044685522716,0.3264583349227905,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
4,0.94886181751887,0.32983338832855225,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
5,0.74488523726662,0.34558337926864624,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
6,0.6026329224308332,0.34304171800613403,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
7,0.4870483431344231,0.35050004720687866,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
8,0.4051743349991739,0.3550000786781311,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
9,0.3713944402212898,0.351416677236557,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
10,0.3119475751494368,0.3500416874885559,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
11,0.24710454201946655,0.3562917113304138,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
12,0.20821239232706526,0.3580417037010193,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
13,0.1710219335897515,0.3568333387374878,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
14,0.165565835001568,0.36016666889190674,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
15,0.13987081711335728,0.36129170656204224,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
16,0.11865280184429139,0.35966676473617554,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
17,0.10724476752026628,0.3575000464916229,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
18,0.08669153358399247,0.36137503385543823,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
19,0.07301436754642054,0.3630000352859497,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
20,0.0669201197839963,0.35991665720939636,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
21,0.07914387586060911,0.35850006341934204,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
22,0.05930796579923481,0.3581666648387909,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
23,0.06213948375079781,0.35845839977264404,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
24,0.04381241777446121,0.36083337664604187,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
25,0.04263808446315428,0.36104172468185425,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
26,0.034425655767942466,0.3632917106151581,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
27,0.03320261286959673,0.359708309173584,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
28,0.028000985146112118,0.3591667115688324,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
29,0.029368585111418117,0.3604583442211151,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,,30,10
