iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3018779953320823,0.09995995461940765,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
1,2.2696690956751504,0.13401445746421814,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
2,2.1945721407731376,0.16336140036582947,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
3,2.071263149380684,0.19911861419677734,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
4,1.915916586915652,0.2578125596046448,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
5,1.721238727370898,0.34865784645080566,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
6,1.6375177552302678,0.3774039149284363,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
7,1.5615991751352947,0.39122599363327026,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
8,1.495953992009163,0.41476356983184814,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
9,1.4384934157133102,0.427884578704834,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
10,1.394498164455096,0.4242789149284363,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
11,1.3799064010381699,0.43179091811180115,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
12,1.3185149729251862,0.44801685214042664,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
13,1.2613875915606816,0.45993590354919434,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
14,1.226727232336998,0.47125399112701416,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
15,1.2193970481554668,0.46875,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
16,1.1717099448045094,0.4779648184776306,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
17,1.117817650238673,0.49188706278800964,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
18,1.0820283417900403,0.4954927861690521,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
19,1.0557513137658436,0.4995993971824646,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
20,1.0525030046701431,0.493589848279953,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
21,1.0158669725060463,0.5002003908157349,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
22,0.9770414183537165,0.508713960647583,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
23,0.9467413276433945,0.51171875,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
24,0.9171425923705101,0.5167267322540283,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
25,0.9087802842259407,0.5118190050125122,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
26,0.8798402821024259,0.5176281929016113,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
27,0.8444187740484873,0.5248397588729858,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
28,0.8185355762640635,0.5314503908157349,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
29,0.8037116825580597,0.528245210647583,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
30,0.7829880118370056,0.5290464758872986,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
31,0.7462395876646042,0.5376603603363037,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
32,0.7321768725911776,0.5326523184776306,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
33,0.7177212573587894,0.5345553755760193,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
34,0.6875351592898369,0.5374599695205688,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
35,0.6676508163412412,0.5376603007316589,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
36,0.6495111634333929,0.5393630266189575,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
37,0.6306094142297903,0.5391626358032227,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
38,0.6132489840189616,0.5409655570983887,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
39,0.5950053185224533,0.544771671295166,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
40,0.5796441957354546,0.5434695482254028,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
41,0.5628534356753031,0.5444712042808533,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
42,0.5464000465969244,0.5464743971824646,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
43,0.5367278518776099,0.5453726053237915,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
44,0.5163719591995081,0.5454728007316589,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
45,0.496246558924516,0.547275722026825,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
46,0.48425939679145813,0.5485778450965881,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
47,0.46851544578870136,0.5487781167030334,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
48,0.456893985470136,0.5503806471824646,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
49,0.4404870706299941,0.5527844429016113,24,1,100,1000,0,"(3, 32, 32)",10,0.05,0.98,23,50,10
