iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.302888959646225,0.1286514550447464,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
1,2.300506740808487,0.14600840210914612,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
2,2.269959112008413,0.139405757188797,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
3,2.213657339413961,0.16246500611305237,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
4,2.1589996616045632,0.18032211065292358,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
5,1.9971593866745632,0.2616046071052551,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
6,1.976261744896571,0.26750701665878296,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
7,1.8719571034113567,0.30782315135002136,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
8,1.8273269136746724,0.29926973581314087,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
9,1.8002420862515767,0.30537211894989014,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
10,1.697737231850624,0.3501400947570801,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
11,1.6869573940833409,0.35509204864501953,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
12,1.621186301112175,0.3641456961631775,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
13,1.589051013191541,0.37535011768341064,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
14,1.5940001954634984,0.3682973086833954,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
15,1.579799860715866,0.37129849195480347,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
16,1.5235537340243657,0.38245293498039246,24,2,100,1000,5,"(3, 32, 32)",10,0.07,0.98,23,50,10
