iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3011406560738883,0.10129167884588242,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
1,2.2724433640638986,0.10458332300186157,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
2,2.248102198044459,0.11241668462753296,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
3,2.173240433136622,0.14620834589004517,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
4,2.090604384740194,0.19645832479000092,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
5,2.016545663277308,0.22791670262813568,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
6,1.9999085118373234,0.24537500739097595,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
7,1.9299831291039784,0.2669166922569275,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
8,1.9137973835070927,0.26987501978874207,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
9,1.8784060726563137,0.2864583432674408,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
10,1.831343079606692,0.3032500147819519,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
11,1.8166989982128143,0.3030833601951599,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
12,1.759358783562978,0.32837504148483276,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
13,1.7474358181158702,0.3319166898727417,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
14,1.762072930733363,0.31975001096725464,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
15,1.7012600898742676,0.3381666839122772,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
16,1.707355757554372,0.3359166979789734,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
17,1.6886503547430038,0.34020835161209106,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
18,1.6612121611833572,0.3447083830833435,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
19,1.637123520175616,0.3489167392253876,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
20,1.581774244705836,0.35875004529953003,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
21,1.568250834941864,0.35725003480911255,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
22,1.559607058763504,0.3592917323112488,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
23,1.5693845798571904,0.3572083115577698,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
24,1.5761101047197978,0.3551667332649231,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
25,1.5004976093769073,0.3630000352859497,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
26,1.5239691038926442,0.35704168677330017,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
27,1.460961068669955,0.3709583878517151,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
28,1.4079276124636333,0.3803749978542328,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
29,1.4271875073512394,0.3695000410079956,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
30,1.3791127155224483,0.3810417056083679,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
31,1.3717408676942189,0.3757084012031555,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
32,1.3737766196330388,0.37575000524520874,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
33,1.3018190562725067,0.38704168796539307,24,4,100,1000,11,"(3, 32, 32)",10,0.07,0.98,23,50,10
