iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.300784776608149,0.1002083346247673,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
1,2.291616847117742,0.10058334469795227,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
2,2.2543515960375466,0.11029165983200073,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
3,2.161628872156143,0.17329168319702148,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
4,1.9729067534208298,0.23879167437553406,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
5,1.90292090177536,0.2802916467189789,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
6,1.8103588571151097,0.3073750436306,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
7,1.7348437756299973,0.3328750729560852,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
8,1.6916194359461467,0.3391667306423187,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
9,1.645585795243581,0.3489583730697632,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
10,1.621009722352028,0.3486666679382324,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
11,1.5609201987584431,0.3606666922569275,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
12,1.5508057375748951,0.35883331298828125,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
13,1.4854312042395275,0.37041670083999634,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
14,1.486183077096939,0.361875057220459,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
15,1.4782583266496658,0.3609583377838135,24,4,100,1000,9,"(3, 32, 32)",10,0.05,0.98,23,50,10
