iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.324969192345937,0.18150001764297485,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.12721091198424497,0.23512503504753113,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.035961153684183955,0.24654166400432587,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.02281129841382305,0.25016671419143677,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.018076676642522216,0.25300002098083496,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.015485906895870963,0.2553333342075348,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.013864956640948852,0.2604583203792572,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.012597182222331563,0.2633749842643738,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.011517632636241615,0.2656667232513428,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.010833716640869776,0.2694166898727417,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.010099372477270663,0.2706667184829712,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.00962356897071004,0.2743750512599945,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.008946642202014724,0.27912503480911255,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.008422594051808119,0.28200003504753113,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.007937087134147683,0.2863333225250244,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.007566695644830664,0.2889583110809326,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.007038981944788247,0.2912083566188812,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.006710276065859944,0.29337501525878906,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.006349992860729496,0.2952916920185089,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.005986185104120523,0.29879170656204224,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.005684624658897519,0.29908332228660583,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.005398944893386215,0.3019167184829712,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.005147148001318176,0.3045416474342346,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.004899311868939549,0.3066667318344116,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.004679117778626581,0.3083333671092987,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.004472933214856312,0.3103333115577698,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.0042605775815900415,0.31316667795181274,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.004091242066351697,0.31454169750213623,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.003905647055944428,0.3160000443458557,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.003731199549899126,0.31683337688446045,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
