iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,2.1889853527148566,0.15645834803581238,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.6943001557762424,0.23595832288265228,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.15695023660858473,0.26858338713645935,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.10547115894344945,0.2875417172908783,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.02775305804486076,0.3044583797454834,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.4796364375700553,0.27520835399627686,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.12121109353999297,0.297208309173584,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.019819257082417607,0.3202917277812958,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.06653231906238943,0.31537505984306335,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.057373998570255935,0.3231666684150696,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.1332377695168058,0.31137505173683167,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.543453765528587,0.32508334517478943,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.5814309323128933,0.32066670060157776,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.014365412682915727,0.3432917296886444,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.012587462707112232,0.3445000648498535,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.012618114706128836,0.35091671347618103,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.0551925249164924,0.34974998235702515,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.01632920642926668,0.35700005292892456,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.010115171840880066,0.36008331179618835,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.0631216642796062,0.3615416884422302,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.008483558437243724,0.3630417287349701,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.005999695742502809,0.3685833215713501,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.040104621866097055,0.3633750081062317,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.02272597999156763,0.36241668462753296,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005558001643900449,0.37916669249534607,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.035413610215376444,0.3661249876022339,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.009796428338934978,0.3751250207424164,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.017227437114343047,0.372333288192749,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.0048010154569055885,0.375249981880188,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005087181401904672,0.3789166808128357,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
