iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.3369465221961339,0.1731770932674408,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.11944003372142713,0.23858174681663513,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.031932770662630595,0.2554086744785309,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.020452874867866438,0.2659255266189575,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.01649806435064723,0.27033254504203796,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.014151318658453723,0.278245210647583,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.012396695519176623,0.2840545177459717,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.01131918684889873,0.29226768016815186,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.010374958355290195,0.29587337374687195,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.009527375261920193,0.30158260464668274,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.008894480182789266,0.3096955418586731,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.008273238529606411,0.3140023946762085,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.007797689080083122,0.3206130266189575,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.007248574014132221,0.3264223039150238,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.0067833537856737776,0.333834171295166,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.006387416118135055,0.3413461446762085,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.006037655713347097,0.3472555875778198,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.00571774912532419,0.35426685214042664,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.0053669602881806595,0.3591747283935547,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.005073542900693913,0.36478370428085327,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.004824494399751226,0.369791716337204,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.004616071023823072,0.37399840354919434,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.004363259892367448,0.3797075152397156,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.004144032767120128,0.3824118971824646,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.003959720760273437,0.3874199092388153,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.0037919176781239607,0.3904246687889099,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.003576423565391451,0.39352965354919434,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.0034037379373330623,0.3970353305339813,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.003277831089993318,0.401943176984787,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.003165341059987744,0.4036458432674408,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
