iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.26804152627786,0.17266666889190674,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.11790188650290172,0.22200000286102295,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.0338709003602465,0.23391667008399963,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.021799768088385463,0.23899999260902405,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.017637260219392676,0.2407083511352539,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.014986123734464249,0.24291667342185974,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.013547087709108988,0.2472500056028366,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.012329679797403514,0.24970833957195282,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.011400713352486491,0.25279170274734497,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.010658196445244053,0.2564583718776703,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.009832490740033487,0.2600417137145996,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.009230689397857835,0.26495835185050964,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.008678790123667568,0.26737502217292786,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.008163891267031431,0.2710416913032532,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.007742773314627509,0.27537503838539124,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.00726863668144991,0.27783334255218506,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.006865588870520393,0.2798750102519989,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.006525324754572163,0.2825833559036255,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.006115349863345425,0.28541669249534607,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.0058323513173187775,0.28824999928474426,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.00561355553024138,0.2902916669845581,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.005309950715551774,0.29187503457069397,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.0050336208660155535,0.29500001668930054,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.004785245012802382,0.29604169726371765,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.004585462826071307,0.29829171299934387,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.004362957416257511,0.3005000054836273,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.004158470226684585,0.30229172110557556,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.003965383997031798,0.30404168367385864,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.0038127900140049555,0.3057916760444641,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.0036672509547012546,0.30645838379859924,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
