iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.9110717525084813,0.299583375453949,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
1,1.6449684302012126,0.3640000522136688,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
2,1.4985646853844325,0.4123334288597107,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
3,1.4477467040220897,0.41950005292892456,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
4,1.3711484173933666,0.43516671657562256,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
5,1.2839881132046382,0.4499584138393402,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
6,1.2232260008653004,0.4599166810512543,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
7,1.1560958623886108,0.4710416793823242,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
8,1.1023860995968182,0.4812501072883606,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
9,1.0532284403840702,0.48262500762939453,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
10,0.9906343470017115,0.4943333566188812,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
11,0.9572387908895811,0.49958333373069763,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
12,0.9129860748847326,0.502333402633667,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
13,0.8703412959973017,0.5067501068115234,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
14,0.837139459947745,0.5121250152587891,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
15,0.7974555268883705,0.5125417113304138,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
16,0.770579660932223,0.515166699886322,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
17,0.750927189985911,0.5161667466163635,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
18,0.7075998385747274,0.5215418338775635,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
19,0.6780536298950514,0.5238333940505981,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
20,0.6525169014930725,0.5261666774749756,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
21,0.6280921896298727,0.5254583358764648,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
22,0.6093352561195692,0.5263334512710571,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
23,0.5792033113539219,0.5296250581741333,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
24,0.5539181890587012,0.5302500128746033,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
25,0.5380697945753733,0.5294166803359985,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
26,0.5178437518576781,0.5309167504310608,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
27,0.4937134062250455,0.534250020980835,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
28,0.47450631484389305,0.5342082977294922,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
29,0.4563704567650954,0.5356249809265137,24,4,500,1000,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,4,,1
