iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.931769236922264,0.30137503147125244,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,1.709137166539828,0.35187503695487976,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,1.580135886867841,0.38733336329460144,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,1.4490540971358616,0.42200011014938354,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,1.395116259654363,0.42741668224334717,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,1.3218284497658412,0.4420001208782196,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,1.1989146620035172,0.4655417203903198,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,1.147798369328181,0.47170835733413696,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,1.0859207088748615,0.4816250801086426,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,1.0616517687837284,0.48216673731803894,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,1.0259376764297485,0.484375,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.9751126319169998,0.4939582943916321,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.91298841436704,0.5010000467300415,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.8847599551081657,0.5003750920295715,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.8488167474667231,0.5036250352859497,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.8173643946647644,0.5079166889190674,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.7865205928683281,0.5112500190734863,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.7553278679649035,0.5112917423248291,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.7254833107193311,0.5164166688919067,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.6996809020638466,0.5159167051315308,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.6692592253287634,0.5204167366027832,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.6425057500600815,0.5215833783149719,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.6282354990641276,0.5218334197998047,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.5958074554800987,0.5261667370796204,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.5699050389230251,0.5270000100135803,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.5492910084625086,0.5282083749771118,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.5329802880684534,0.5269166827201843,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.5056734494864941,0.5305417776107788,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.48924745867649716,0.5300000905990601,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.4712288479010264,0.53083336353302,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
