iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,2.0001328736543655,0.30920833349227905,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
1,1.7869135489066441,0.36012503504753113,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
2,1.681082472205162,0.3863750398159027,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
3,1.613184357682864,0.40408334136009216,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
4,1.5604446431001027,0.4101667106151581,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
5,1.4925919721523921,0.43920838832855225,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
6,1.4484362602233887,0.43387502431869507,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
7,1.4037035157283146,0.4485834240913391,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
8,1.3574256996313732,0.46279168128967285,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
9,1.2982268631458282,0.46816667914390564,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
10,1.2392734289169312,0.48062509298324585,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
11,1.2066264202197392,0.48716673254966736,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
12,1.189510926604271,0.4869166612625122,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
13,1.130189408858617,0.49791669845581055,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
14,1.0864374041557312,0.4995417594909668,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
15,1.0683988233407338,0.5004166960716248,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
16,1.0024606262644131,0.5156667828559875,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
17,0.9757579465707144,0.5142083168029785,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
18,0.9439597278833389,0.5164166688919067,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
19,0.9139529342452685,0.5213751196861267,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
20,0.8808650796612104,0.5219583511352539,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
21,0.8456904689470927,0.5195834040641785,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
22,0.8184138908982277,0.527916669845581,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
23,0.7891731013854345,0.5319584012031555,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
24,0.7723947813113531,0.534083366394043,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
25,0.7505496914188067,0.531916618347168,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
26,0.7158446858326594,0.5370417237281799,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
27,0.7129082754254341,0.5371249914169312,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
28,0.6724540491898855,0.5395417213439941,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
29,0.64187008390824,0.5414167642593384,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0,3,False,3,,1
