iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9295226136843364,0.3068750500679016,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
1,1.7162981281677883,0.34708333015441895,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
2,1.6095716257890065,0.37045830488204956,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
3,1.5490623315175374,0.3862916827201843,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
4,1.4982579151789348,0.38970834016799927,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
5,1.4210250427325566,0.39783334732055664,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
6,1.3493159810702007,0.4116249978542328,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
7,1.308997929096222,0.41337502002716064,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
8,1.2497270901997883,0.41733336448669434,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
9,1.167385573188464,0.4278333783149719,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
10,1.136562819282214,0.4259583652019501,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
11,1.0643967638413112,0.4348750710487366,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
12,1.0198049172759056,0.4390000104904175,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
13,0.971595806380113,0.44025009870529175,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
14,0.9423374906182289,0.4414583444595337,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
15,0.9084739809234937,0.4413332939147949,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
16,0.8628370886047682,0.4444999694824219,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
17,0.8341222008069357,0.44341668486595154,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
18,0.7860278089841207,0.45066672563552856,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
19,0.7568117876847585,0.4489583671092987,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
20,0.7245501279830933,0.45075005292892456,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
21,0.6965503344933192,0.45095834136009216,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
22,0.6661089956760406,0.453125,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
23,0.6402685816089312,0.45237499475479126,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
24,0.6090961694717407,0.4547499418258667,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
25,0.5825282782316208,0.4557499885559082,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
26,0.5558957879741987,0.4580000638961792,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
27,0.5353034945825735,0.4579583406448364,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
28,0.5163028500974178,0.45750007033348083,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
29,0.48831451684236526,0.457916796207428,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
