iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.861625964442889,0.3756002187728882,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
1,1.4314524233341217,0.45438170433044434,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
2,1.284196471174558,0.4948979318141937,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
3,1.2263671706120174,0.5089036226272583,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
4,1.1442927519480388,0.526260495185852,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
5,1.0901367564996083,0.5353641510009766,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
6,1.0226122910777729,0.5470687747001648,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
7,0.94275979946057,0.5624749660491943,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
8,0.8978226433197657,0.5648258924484253,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
9,0.847798116505146,0.5745798945426941,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
10,0.8143124878406525,0.5781813263893127,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
11,0.7757160688440005,0.581232488155365,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
12,0.7403997803727785,0.5844838619232178,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
13,0.7125658219059309,0.5864845514297485,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
14,0.6781370788812637,0.5889356136322021,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
15,0.6482316056887308,0.5919367074966431,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
16,0.6228636428713799,0.5943377017974854,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
17,0.5955946867664655,0.59483802318573,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
18,0.5696585128704706,0.5943377614021301,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
19,0.5459712905188402,0.5966887474060059,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
20,0.522984808931748,0.599239706993103,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
21,0.5003749579191208,0.6004902124404907,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
22,0.4820536822080612,0.6007903814315796,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
23,0.45944232245286304,0.6032413244247437,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
24,0.44086581965287525,0.6038916110992432,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
25,0.4207058660686016,0.6041416525840759,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
26,0.40261395399769145,0.605242133140564,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
27,0.38685353721181553,0.6058423519134521,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
28,0.368646706144015,0.6087434887886047,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
29,0.35216980054974556,0.6099439263343811,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,2,,1
