iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8307607273260753,0.34291669726371765,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
1,1.5660573194424312,0.40670835971832275,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
2,1.442864293853442,0.43662506341934204,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
3,1.3661859532197316,0.45249998569488525,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
4,1.2808428704738617,0.4712916612625122,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
5,1.2186758170525234,0.48358333110809326,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
6,1.152350756029288,0.4922500252723694,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
7,1.0741892457008362,0.5034167766571045,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
8,1.0183226739366849,0.5097500085830688,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
9,0.9931485503911972,0.5139584541320801,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
10,0.9398312990864118,0.5224583148956299,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
11,0.8979134410619736,0.5241250395774841,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
12,0.8536048059662183,0.5287084579467773,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
13,0.8202347606420517,0.5326250195503235,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
14,0.7967620467146238,0.5329167246818542,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
15,0.7532886415719986,0.5381666421890259,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
16,0.7270479326446851,0.5390416979789734,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
17,0.6989226465423902,0.5399167537689209,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
18,0.6727432385087013,0.5411250591278076,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
19,0.6445773430168629,0.5433750152587891,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
20,0.6247932612895966,0.5449167490005493,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
21,0.5939715926845869,0.5471667647361755,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
22,0.5689486724634966,0.5485000610351562,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
23,0.5475399829447269,0.5473750233650208,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
24,0.5270082056522369,0.5506250858306885,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
25,0.5058310255408287,0.5513333082199097,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
26,0.4875032852093379,0.5514999628067017,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
27,0.46524512643615407,0.5518333315849304,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
28,0.4475061818957329,0.5535417199134827,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
29,0.43145515273014706,0.5536667704582214,24,3,500,1000,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1,3,False,3,,1
