iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.6857154617706935,0.4168669879436493,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
1,1.2089826961358388,0.5411659479141235,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
2,1.1086251238981883,0.5681090354919434,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
3,1.0032730574409168,0.5944511890411377,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
4,0.9479820479949316,0.6079728603363037,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
5,0.8824101934830347,0.6199920177459717,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
6,0.8249507049719492,0.6322115659713745,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
7,0.7733566984534264,0.6382212042808533,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
8,0.7226599206527075,0.640324592590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
9,0.6797006378571192,0.6495393514633179,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
10,0.6444946775833765,0.6546475887298584,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
11,0.6042312830686569,0.6585537791252136,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
12,0.5665240238110224,0.6599559783935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
13,0.5316592330733935,0.6642627716064453,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
14,0.5069594060381254,0.6659655570983887,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
15,0.4780830604334672,0.6684696078300476,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
16,0.4513371214270592,0.6710737943649292,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
17,0.4248931867380937,0.6731771230697632,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
18,0.40156738087534904,0.6734775900840759,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
19,0.3777944433192412,0.6764824390411377,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
20,0.3561936616897583,0.676682710647583,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
21,0.3358982466161251,0.6796876192092896,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
22,0.31815612067778903,0.6797877550125122,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
23,0.2963756738851468,0.681190013885498,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
24,0.28107248432934284,0.6815906763076782,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
25,0.26350440954168636,0.6804887652397156,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
26,0.24610563243428865,0.6819912791252136,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
27,0.23107420653104782,0.6827924251556396,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
28,0.21655701535443464,0.6834935545921326,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
29,0.20303226448595524,0.6847957372665405,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
