iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9313948303461075,0.3188333809375763,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
1,1.5889074057340622,0.38862502574920654,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
2,1.5882764210303624,0.3895000219345093,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
3,1.4196982185045879,0.4261249899864197,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
4,1.3270757496356964,0.4477083683013916,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
5,1.260824630657832,0.4592917561531067,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
6,1.216994767387708,0.4619166851043701,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
7,1.1205024421215057,0.47825008630752563,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
8,1.0587667698661487,0.4897916913032532,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
9,0.9906383777658144,0.4987500309944153,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
10,0.961425244808197,0.49937498569488525,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
11,0.8966319635510445,0.5101250410079956,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
12,0.8523593172430992,0.5117917060852051,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
13,0.8026590098937353,0.5165000557899475,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
14,0.7631079057852427,0.5203333497047424,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
15,0.7260418757796288,0.5217500329017639,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
16,0.6942760124802589,0.5248750448226929,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
17,0.6637026270230612,0.5267917513847351,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
18,0.6329358518123627,0.5270833969116211,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
19,0.6015162741144499,0.529666543006897,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
20,0.5778142636020979,0.5298334360122681,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
21,0.5478563817838827,0.5327500104904175,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
22,0.5223199340204397,0.5339584350585938,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
23,0.497317207356294,0.5359583497047424,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
24,0.46865620215733844,0.5372917056083679,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
25,0.4438631261388461,0.5388751029968262,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
26,0.42626222347219783,0.5391250848770142,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
27,0.4013337790966034,0.5408334136009216,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
28,0.3848919595281283,0.5409167408943176,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
29,0.3631267212331295,0.5428333282470703,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
