iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,2.0803214013576508,0.2509583532810211,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
1,1.87376073996226,0.32370835542678833,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
2,1.809734622637431,0.3384166657924652,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
3,1.7293441941340764,0.3653750419616699,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
4,1.6836546113093693,0.38108330965042114,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
5,1.6535515040159225,0.3798333406448364,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
6,1.5873598804076512,0.3962499499320984,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
7,1.5820361375808716,0.38954171538352966,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
8,1.5210030823946,0.408458411693573,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
9,1.4676600346962612,0.41562503576278687,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
10,1.4630231857299805,0.41300007700920105,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
11,1.4127175708611805,0.4230833053588867,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
12,1.3979757676521938,0.41874998807907104,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
13,1.326974665125211,0.4340416193008423,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
14,1.3448155572017033,0.41950005292892456,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
15,1.26701516409715,0.4346666932106018,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
16,1.2506491740544636,0.4338333308696747,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
17,1.2004924317200978,0.4434584081172943,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
18,1.1590637813011806,0.4435000419616699,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
19,1.1482030252615611,0.4415000379085541,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
20,1.1032677789529164,0.44979166984558105,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
21,1.0758218467235565,0.4463334083557129,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
22,1.03340037415425,0.4541666507720947,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
23,1.034341183801492,0.44454166293144226,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
24,1.0051649982730548,0.4501250684261322,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
25,1.0055867731571198,0.4388750195503235,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
26,0.9338163584470749,0.4568334221839905,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
27,0.8928729717930158,0.4584166705608368,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
28,0.8820442830522855,0.452875018119812,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
29,0.8683034827311834,0.455000102519989,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,1.0
