iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8435117602348328,0.33795833587646484,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
1,1.576182131965955,0.40299999713897705,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
2,1.5294334789117177,0.41316670179367065,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
3,1.3986783126990001,0.44141680002212524,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
4,1.2722253700097401,0.47291672229766846,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
5,1.2275550713141758,0.47270840406417847,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
6,1.1321941837668419,0.4918749928474426,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
7,1.0931444292267163,0.4948750436306,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
8,0.9893351520101229,0.5101249814033508,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
9,0.9490386545658112,0.5136667490005493,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
10,0.8889718328913053,0.5209167003631592,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
11,0.8516932825247446,0.5228750109672546,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
12,0.8033847957849503,0.5268750190734863,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
13,0.7590827246507009,0.533833384513855,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
14,0.7251029883821806,0.5334166288375854,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
15,0.688592846194903,0.5375000834465027,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
16,0.6529402881860733,0.5402084589004517,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
17,0.6192071065306664,0.5432500243186951,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
18,0.591573623319467,0.5449584126472473,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
19,0.5637764831384023,0.5457501411437988,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
20,0.5397317546109358,0.5484583377838135,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
21,0.5089922857781252,0.5491249561309814,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
22,0.4881391388674577,0.5515000820159912,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
23,0.4579280527929465,0.5532917976379395,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
24,0.4348945766687393,0.5547916889190674,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
25,0.41523274406790733,0.5545834302902222,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
26,0.39555345599850017,0.5572500228881836,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
27,0.3753472678363323,0.5571667551994324,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
28,0.3572772828241189,0.5568751096725464,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
29,0.33950360119342804,0.5594582557678223,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,3,,1
