iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.661214143037796,0.44561296701431274,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,1.2099857876698177,0.5320513248443604,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,1.0911618918180466,0.5684095025062561,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,1.0189693371454875,0.5885417461395264,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.949082595606645,0.6043670177459717,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.8911218320329984,0.6158854961395264,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.8399324243267378,0.6260015964508057,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.7939929614464442,0.6313101053237915,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.7538681651155154,0.636418342590332,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.7184992954134941,0.6413261294364929,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.6790448402365049,0.6460336446762085,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.644648365676403,0.6492388248443604,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.6117524976531664,0.650841474533081,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.5880264068643252,0.6537460088729858,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.5593545958399773,0.655048131942749,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.5327766140302023,0.6590545177459717,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.5074526220560074,0.6630610227584839,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.4832078218460083,0.6640625596046448,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.4603645441432794,0.6659655570983887,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.43718582143386203,0.6662660837173462,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.4195457237462203,0.6680688858032227,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.3983266353607178,0.6688703298568726,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.37873716528217,0.6710737943649292,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.36310108999411267,0.6693710088729858,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.3443357360859712,0.6729768514633179,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.3274956904351711,0.6748799085617065,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.3115791293481986,0.6762821078300476,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.29648049424091977,0.6769832372665405,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.2820542051146428,0.6772837042808533,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.2674102031936248,0.6777844429016113,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
