iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.973723257581393,0.29229170083999634,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,1.7040687054395676,0.35583338141441345,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,1.662051220734914,0.36783337593078613,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,1.5526506553093593,0.39200007915496826,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,1.5287425021330516,0.39745840430259705,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,1.446106106042862,0.4083333909511566,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,1.3990583171447117,0.4129166603088379,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,1.333419183890025,0.42174994945526123,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,1.265100970864296,0.42891669273376465,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,1.2045810570319493,0.4357917010784149,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,1.1674455503622692,0.4397500455379486,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,1.1215219746033351,0.4437500238418579,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,1.086354856689771,0.44458329677581787,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,1.047304444015026,0.44733333587646484,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.9999627744158109,0.45012497901916504,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.9705187951525053,0.44958335161209106,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.9379152854283651,0.45383331179618835,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.9085563694437345,0.4547916650772095,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.8653083518147469,0.4581667184829712,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.8456587592760721,0.4556666612625122,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.8080021689335505,0.45908331871032715,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.7863333771626154,0.46095842123031616,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.7556936045487722,0.4617083668708801,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.7331346745292345,0.4620833396911621,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.706955187022686,0.4645000398159027,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.6814384758472443,0.4632500410079956,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.6532322193185488,0.4663749933242798,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.6302746310830116,0.4661250710487366,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.6111501331130663,0.4677916467189789,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.594436044494311,0.4655000567436218,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
