iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.904597818851471,0.288958340883255,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
1,1.6208456705013912,0.37950003147125244,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
2,1.568456729253133,0.39112502336502075,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
3,1.4023956408103306,0.42895835638046265,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
4,1.3214627802371979,0.4447084367275238,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
5,1.2505462169647217,0.45629167556762695,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
6,1.168234944343567,0.46875,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
7,1.124136711160342,0.47729167342185974,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
8,1.0413919314742088,0.48475003242492676,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
9,1.0086833486954372,0.4882917106151581,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
10,0.9502474119265875,0.49524998664855957,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
11,0.8936880677938461,0.5020833015441895,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
12,0.8523082310954729,0.5063333511352539,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
13,0.8157437890768051,0.5092083811759949,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
14,0.7710857167840004,0.5114167928695679,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
15,0.7259753520290056,0.5162916779518127,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
16,0.6998496154944102,0.5177500247955322,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
17,0.6658744191130003,0.5220834016799927,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
18,0.6342138722538948,0.520916759967804,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
19,0.6037993977467219,0.5227917432785034,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
20,0.5730148280660311,0.5250833034515381,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
21,0.5473132816453775,0.5283750295639038,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
22,0.5256089046597481,0.5258750319480896,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
23,0.4988730574647586,0.5281250476837158,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
24,0.4751356455187003,0.528416633605957,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
25,0.4493241074184577,0.5304166674613953,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
26,0.42518887544671696,0.5317083597183228,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
27,0.40625983600815135,0.5315001010894775,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
28,0.38909928873181343,0.5304583311080933,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
29,0.36766557147105533,0.5333750247955322,24,4,500,1000,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,False,4,,1
