iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,7.8487234,651.366,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
1,7.309205,478.95544,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
2,6.7178984,352.74734,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
3,6.247821,256.76285,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
4,5.8227463,189.88359,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
5,5.449351,141.3336,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
6,5.164646,106.656456,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
7,4.9767733,79.92649,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
8,4.818989,62.241302,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
9,4.5583878,47.46456,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
10,4.4005117,37.1695,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
11,4.2390804,29.204147,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
12,4.0574546,23.445156,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
13,3.888482,19.105015,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
14,3.778985,16.117004,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
15,3.666508,14.239596,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
16,3.5610135,12.524789,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
17,3.4273453,10.580382,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
18,3.318089,9.777973,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
19,3.221824,9.0041,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
20,3.1456387,8.248701,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
21,3.0420027,7.86195,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
22,2.9454217,7.149734,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
23,2.8755796,6.5897884,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
24,2.808658,6.494632,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
25,2.7152956,5.922148,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
26,2.63547,5.769,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
27,2.5798173,5.4262547,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
28,2.5111034,5.206503,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
29,2.4430993,4.9674897,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
30,2.3769634,4.3989744,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
31,2.3272057,4.383514,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
32,2.2607343,4.3972497,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
33,2.190927,4.364217,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
34,2.1504297,4.6388,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
35,2.1182418,4.7128844,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
36,2.0603473,4.555805,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
37,2.037648,4.4167275,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
38,1.9718913,4.193809,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
39,1.9167483,3.9910967,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
40,1.8822912,4.017107,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
41,1.8389218,3.9367313,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
42,1.780764,3.7052865,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
43,1.7369314,3.820042,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
44,1.6973968,3.4942572,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
45,1.6581135,3.4908962,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
46,1.6227362,3.342925,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
47,1.5854417,3.3656957,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
48,1.557716,3.082538,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
49,1.5115952,2.956277,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
50,1.4899027,2.8225772,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
51,1.4566827,2.8649976,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
52,1.4233421,2.8411171,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
53,1.388373,2.7587664,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
54,1.3556669,2.5764408,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
55,1.326248,2.7259007,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
56,1.3076506,2.5206482,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
57,1.2845298,2.5170815,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
58,1.2608254,2.677149,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
59,1.2302985,2.6222403,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
60,1.2027626,2.5500457,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
61,1.1824262,2.3786488,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
62,1.1625235,2.289261,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
63,1.1421063,2.1873407,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
64,1.1246765,2.0863254,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
65,1.1004293,2.1124303,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
66,1.0791767,1.9962753,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
67,1.0608417,1.8639225,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
68,1.0378928,2.0853171,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
69,1.020197,1.9591248,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
70,1.0035188,1.8694898,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
71,0.9787579,1.7566109,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
72,0.96039504,1.6478157,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
73,0.9385314,1.5768764,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
74,0.9250185,1.6313608,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
75,0.9042275,1.6482444,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
76,0.88888234,1.6050613,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
77,0.874643,1.5023268,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
78,0.86282593,1.4974126,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
79,0.8457846,1.4183284,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
80,0.8309134,1.4113364,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
81,0.8116845,1.4018152,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
82,0.79839,1.4062636,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
83,0.7858474,1.4115196,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
84,0.77219534,1.3922648,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
85,0.762849,1.365329,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
86,0.7537908,1.2984347,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
87,0.740855,1.2888469,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
88,0.730924,1.3208795,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
89,0.72089404,1.3591053,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
90,0.70871145,1.2959828,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
91,0.6985314,1.2455444,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
92,0.6837048,1.3134117,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
93,0.6769733,1.2368432,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
94,0.66273946,1.1538454,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
95,0.6529258,1.1391826,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
96,0.6390126,1.1718774,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
97,0.6308024,1.0101726,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
98,0.62415016,0.97059286,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
99,0.61335313,1.0287979,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
100,0.60113627,0.9371166,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
101,0.5935186,0.8943093,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
102,0.5854368,0.8616502,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
103,0.57868904,0.9394253,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
104,0.56746215,0.92661786,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
105,0.5621016,0.92603654,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
106,0.55490977,0.8468031,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
107,0.550343,0.8182313,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
108,0.54202014,0.8083389,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
109,0.53419447,0.8278519,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
110,0.5301431,0.8346932,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
111,0.5156531,0.79981047,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
112,0.5142018,0.813974,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
113,0.51051146,0.8197128,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
114,0.5061134,0.79535574,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
115,0.50391006,0.7623062,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
116,0.4986273,0.77751344,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
117,0.48472357,0.7816001,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
118,0.4779487,0.7977289,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
119,0.47254527,0.76833373,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
120,0.4651719,0.7347134,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
121,0.4564351,0.822098,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
122,0.45176026,0.8111452,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
123,0.4476192,0.8246327,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
124,0.4467726,0.75637,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
125,0.43621883,0.73516136,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
