iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,7.6293793,330.24026,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
1,6.7699785,252.57596,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
2,6.0719438,194.50139,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
3,5.4087687,149.03534,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
4,4.8472204,114.348946,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
5,4.427572,89.1978,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
6,4.055814,69.81432,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
7,3.7223182,55.07326,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
8,3.373373,42.859074,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
9,3.1291933,34.232708,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
10,2.895925,26.544147,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
11,2.695503,21.39418,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
12,2.5036125,17.345753,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
13,2.314505,13.893135,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
14,2.148899,11.186567,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
15,1.987318,9.056149,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
16,1.8599594,7.3939915,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
17,1.7270737,6.284766,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
18,1.6214746,5.2011223,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
19,1.5290955,4.342186,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
20,1.459907,3.6191888,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
21,1.3699572,3.0403814,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
22,1.2828295,2.5833595,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
23,1.2021145,2.1897454,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
24,1.1260997,1.8953774,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
25,1.0510973,1.643892,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
26,1.0025916,1.5241138,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
27,0.938352,1.3181969,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
28,0.88495934,1.1739278,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
29,0.82563776,1.0879711,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
30,0.79111606,0.9465163,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
31,0.74744785,0.89367616,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
32,0.7118188,0.8386461,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
33,0.6800582,0.77670175,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
34,0.6369438,0.65686435,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
35,0.599386,0.62411416,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
36,0.56908417,0.5716084,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
37,0.53964823,0.52908504,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
38,0.512758,0.48284706,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
39,0.48303744,0.42908233,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
40,0.47194862,0.4089988,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
41,0.448531,0.39224163,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
42,0.42361304,0.35896805,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
43,0.40150082,0.3374642,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
44,0.3837987,0.3173524,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
45,0.36771023,0.29432103,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
46,0.35293955,0.2911853,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
47,0.3362867,0.28105333,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
48,0.31730932,0.2947961,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
49,0.30131727,0.24919188,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
50,0.28769848,0.22097388,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
51,0.27328202,0.20227636,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
52,0.26110667,0.18762264,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
53,0.24961255,0.18700278,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
54,0.23695919,0.20018023,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
55,0.22175904,0.18824379,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
56,0.21013479,0.18444803,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
57,0.20122658,0.16079111,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
58,0.19377922,0.15440026,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
59,0.18409072,0.14792335,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
60,0.17633669,0.13634273,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
61,0.1692103,0.1468862,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
62,0.1617712,0.13869031,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
63,0.1527361,0.12678444,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
64,0.14593464,0.11770125,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
65,0.13808998,0.11871235,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
66,0.13184872,0.104121774,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
67,0.12579618,0.10061214,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
68,0.1208401,0.09827927,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
69,0.11530968,0.09330255,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
70,0.11052149,0.08160968,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
71,0.104236074,0.07654391,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
72,0.10004337,0.07566527,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
73,0.09533728,0.07420365,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
74,0.091775864,0.06796709,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
75,0.08813429,0.07027317,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
76,0.08434233,0.067621656,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
77,0.08048856,0.06443913,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
78,0.07764005,0.05555316,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
79,0.07460672,0.054200348,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
80,0.07107456,0.054168705,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
81,0.068185546,0.050776854,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
82,0.06572554,0.049038704,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
83,0.06295542,0.04423397,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
84,0.06017537,0.03978581,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
85,0.057432983,0.03976131,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
86,0.05520285,0.04182693,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
87,0.053046994,0.03990297,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
88,0.051070917,0.037553683,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
89,0.049213357,0.03348692,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
90,0.047514413,0.032452155,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
91,0.045764547,0.03362042,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
92,0.044016864,0.03464339,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
93,0.041162636,0.0313936,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
94,0.039287977,0.029477324,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
95,0.03715416,0.02584932,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
96,0.035638463,0.026080437,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
97,0.03456311,0.025041966,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
98,0.033099465,0.024548635,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
99,0.031793185,0.022253487,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
100,0.03031438,0.022016304,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
101,0.029151725,0.019842882,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
102,0.028041111,0.019661445,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
