iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,6.512562,63.254654,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
1,5.3497057,50.37832,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
2,4.387372,39.92386,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
3,3.6036568,31.43689,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
4,2.9542687,25.02969,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
5,2.4454901,19.888779,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
6,2.018432,15.827584,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
7,1.6856859,12.694103,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
8,1.4078708,10.179247,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
9,1.1816151,8.146322,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
10,0.9936895,6.54453,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
11,0.8249658,5.223824,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
12,0.6915737,4.2014656,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
13,0.57418376,3.3646352,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
14,0.48072323,2.7037208,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
15,0.39832905,2.1431694,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
16,0.33787608,1.7094781,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
17,0.28268376,1.3694307,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
18,0.2351309,1.0931205,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
19,0.19725773,0.88208735,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
20,0.16540469,0.7075613,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
21,0.13889614,0.5714367,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
22,0.11707656,0.45472378,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
23,0.098703034,0.36971265,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
24,0.08414682,0.30240306,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
25,0.07082238,0.24565452,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
26,0.059486203,0.19791918,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
27,0.05051083,0.16018036,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
28,0.04264783,0.12952675,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
29,0.035866655,0.104781225,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
30,0.03037309,0.085001886,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
31,0.025808854,0.06958,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
32,0.021860303,0.056674585,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
33,0.018598894,0.046570167,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
34,0.015718848,0.038257375,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
35,0.013429072,0.031172102,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
36,0.011593073,0.025691448,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
37,0.009937827,0.02106751,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
38,0.008498114,0.01726437,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
39,0.00727778,0.014299478,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
40,0.0062671616,0.011779224,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
41,0.005445664,0.009684693,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
42,0.004735982,0.007976104,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
43,0.004084789,0.0066032223,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
44,0.0035535905,0.005446781,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
45,0.0030792835,0.0044916226,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
46,0.0026613213,0.0037266435,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
47,0.0023157317,0.003066732,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
48,0.0020045838,0.002548173,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
49,0.0017258808,0.0021170077,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
50,0.0015147396,0.0017630206,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
51,0.0013370207,0.0014674718,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
52,0.001174554,0.0012316458,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
53,0.0010423429,0.0010331003,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
54,0.000907791,0.0008615734,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
55,0.00078597246,0.000723965,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
56,0.00069375796,0.0006132893,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
57,0.00060966023,0.0005060713,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
58,0.00053574075,0.0004254413,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
59,0.00047115295,0.0003528751,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
60,0.00041193838,0.0002988368,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
61,0.00036249936,0.0002526596,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
62,0.00031606283,0.0002114613,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
63,0.00027959337,0.00017913539,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
64,0.00024793777,0.00015003468,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
65,0.00022098147,0.0001274423,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
66,0.00019742102,0.00010732548,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
67,0.00017631147,9.139079e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
68,0.00015743879,7.757526e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
69,0.00013989604,6.561933e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
70,0.00012141666,5.5972974e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
71,0.00010769172,4.7401878e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
72,9.5662734e-05,4.0884544e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
73,8.563518e-05,3.477747e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
74,7.5397285e-05,2.9570929e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
75,6.780165e-05,2.5205627e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
76,6.164116e-05,2.1476404e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
77,5.32332e-05,1.846031e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
78,4.759317e-05,1.595368e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
79,4.278482e-05,1.3655404e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
80,3.811681e-05,1.1893202e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
81,3.3963526e-05,1.0208143e-05,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
82,3.1008814e-05,8.993116e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
83,2.7063812e-05,7.828839e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
84,2.3848008e-05,6.500534e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
85,2.155998e-05,5.5698038e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
86,1.9115323e-05,4.7529784e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
87,1.7283024e-05,4.201224e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
88,1.5592299e-05,3.663904e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
89,1.41032215e-05,3.1812365e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
90,1.2673075e-05,2.7621054e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
91,1.1137658e-05,2.4504302e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
92,9.9604285e-06,2.129846e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
93,9.001099e-06,1.8447886e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
94,8.180111e-06,1.5921819e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
95,7.280064e-06,1.3777442e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
96,6.5735676e-06,1.1997341e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
97,5.9612034e-06,1.0652019e-06,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
98,5.4558595e-06,9.263438e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
99,4.7013427e-06,8.0661636e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
100,4.2195215e-06,7.120845e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
101,3.8525627e-06,6.353907e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
102,3.4630077e-06,5.72902e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
103,3.0946878e-06,4.910478e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
104,2.7950116e-06,4.3999012e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
105,2.5919283e-06,3.7773032e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
106,2.245081e-06,3.3236225e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
107,2.064221e-06,2.9325494e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
108,1.8365117e-06,2.6701733e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
109,1.6877299e-06,2.370787e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
110,1.5143113e-06,2.105173e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
111,1.3463371e-06,1.8985956e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
112,1.2062186e-06,1.6912654e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
113,1.0804198e-06,1.4586902e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
114,9.953419e-07,1.3114939e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
115,9.1587384e-07,1.1520434e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
116,8.185523e-07,1.01453416e-07,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
117,7.401646e-07,8.8729685e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
118,6.691283e-07,8.0014075e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
119,6.078555e-07,7.0380196e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
120,5.5134325e-07,6.412996e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
121,4.974296e-07,5.5448663e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
122,4.4981587e-07,4.9265562e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
123,4.033234e-07,4.42228e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
124,3.6923655e-07,3.952009e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
125,3.3476388e-07,3.59448e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
126,3.059419e-07,3.12633e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
127,2.8119135e-07,2.7508635e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
128,2.4059798e-07,2.4246756e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
129,2.1619547e-07,2.0848422e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
130,1.9582865e-07,1.9814616e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
131,1.8081403e-07,1.8216173e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
132,1.649398e-07,1.6211953e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
133,1.520052e-07,1.4423627e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
134,1.3973403e-07,1.2644615e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
135,1.2882644e-07,1.1358031e-08,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
136,1.15454704e-07,9.9157305e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
137,1.0687064e-07,8.874291e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
138,9.9448975e-08,8.1735e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
139,9.1520114e-08,7.256192e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
140,8.429422e-08,6.9215877e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
141,7.826996e-08,6.3618244e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
142,6.9858686e-08,5.7239697e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
143,6.297174e-08,5.2791354e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
144,5.6827037e-08,4.8295394e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
145,5.164094e-08,4.527159e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
146,4.7452566e-08,4.0914414e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
147,4.198715e-08,3.6874517e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
148,3.8867945e-08,3.605661e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
149,3.6827235e-08,3.2136804e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
150,3.4395732e-08,2.9108715e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
151,3.2233686e-08,2.6430724e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
152,2.9646152e-08,2.2108526e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
153,2.7732634e-08,1.9622588e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
154,2.5922409e-08,1.8257187e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
155,2.4449484e-08,1.72753e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
156,2.2648875e-08,1.591097e-09,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
