iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,7.9035745,659.5185,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
1,7.3378487,489.96716,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
2,6.715675,353.6793,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
3,6.283369,264.48267,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
4,5.873038,193.4094,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
5,5.4302225,144.20627,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
6,5.139198,110.96569,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
7,4.821099,82.16098,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
8,4.573346,61.966904,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
9,4.3525066,45.90146,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
10,4.19554,36.136784,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
11,4.0658145,29.215757,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
12,3.9358027,24.409279,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
13,3.774939,20.637932,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
14,3.6410193,17.198078,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
15,3.526317,14.636013,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
16,3.4299357,12.686385,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
17,3.3328211,11.314112,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
18,3.2429771,10.0222845,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
19,3.1534176,9.023564,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
20,3.048972,8.424048,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
21,2.948168,8.002816,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
22,2.8789318,7.5904307,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
23,2.805983,6.96393,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
24,2.7329338,6.385483,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
25,2.6757312,5.8341913,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
26,2.6050622,5.6570134,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
27,2.5449426,5.763422,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
28,2.4721398,5.678759,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
29,2.4361176,5.455756,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
30,2.367232,5.327044,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
31,2.310644,5.098999,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
32,2.2604747,4.6648755,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
33,2.1955993,4.3151107,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
34,2.1410453,4.311246,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
35,2.108563,4.168148,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
36,2.0554945,4.0382223,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
37,2.0083191,3.9686804,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
